,position,num_mutations
569,634,17
570,636,31
571,637,13
572,638,9
573,639,8
574,640,18
575,641,12
576,642,18
577,643,195
578,644,34
579,645,23
580,646,10
581,647,7
582,648,17
583,649,22
584,650,1
585,651,9
586,652,33
587,653,47
588,654,28
589,655,38
590,656,28
591,657,189
592,658,40
593,659,18
594,661,18
595,662,61
596,664,173
597,665,22
598,666,7
599,667,20
600,668,7
601,669,39
602,670,137
603,671,10
604,672,14
605,673,189
606,674,42
607,675,73
608,676,130
609,677,116
610,678,88
611,679,123
612,680,65
613,681,45
614,682,52
615,683,614
616,684,11
617,685,14
618,686,14
619,687,19
620,688,56
621,689,30
622,690,42
623,691,47
624,692,35
625,693,8
626,694,41
627,695,32
628,696,21
629,697,39
630,698,12
631,699,3
632,700,14
633,701,97
634,702,30
635,703,91
636,704,64
637,705,23
638,706,126
639,707,31
640,708,29
641,709,38
642,710,41
643,711,16
644,712,40
645,713,98
646,714,64
647,715,58
648,716,3
649,717,32
650,718,21
651,719,11
652,720,12
653,721,42
654,722,32
655,723,22
656,724,10
657,725,0
658,726,6
659,727,14
660,728,4
661,729,12
662,730,13
663,731,24
664,732,12
665,733,60
666,734,1
667,735,8
668,736,13
669,737,0
670,738,10
671,739,25
672,740,12
673,741,5
674,742,5
675,743,7
676,744,15
677,745,344
678,746,12
679,747,2
680,748,3
681,749,11
682,750,1
683,751,161
684,752,9
685,753,51
686,754,10
687,755,4
688,756,2
689,757,11
690,758,54
691,760,13
692,761,140
693,762,11
694,763,46
695,764,12
696,765,10
697,766,9
698,767,14
699,768,23
700,769,16
701,770,14
702,771,11
703,772,58
704,773,8
705,774,68
706,775,91
707,776,31
708,777,41
709,778,22
710,779,17
711,780,16
712,781,12
713,782,22
714,783,17
715,784,49
716,785,15
717,786,11
718,787,55
719,788,111
720,789,36
721,790,35
722,791,6
723,792,34
724,793,50
725,794,47
726,795,1
727,796,21
728,797,4
729,798,36
730,799,176
731,800,5
732,801,2
733,802,28
734,803,4
735,804,1
736,805,115
737,806,41
738,807,32
739,808,47
740,809,95
741,810,30
742,811,59
743,812,12
744,813,57
745,814,37
746,815,247
747,816,64
748,817,51
749,818,14
750,819,7
751,820,20
752,821,18
753,822,0
754,823,566
755,824,2
756,825,1
757,826,45
758,827,3
759,828,10
760,829,496
761,830,3
762,831,12
763,832,289
764,833,12
765,834,12
766,835,346
767,836,1
768,837,10
769,838,29
770,839,47
771,840,68
772,841,77
773,842,76
774,843,164
775,844,36
776,845,18
777,846,3
778,847,56
779,848,2
780,849,1
781,850,62
782,851,67
783,852,2
784,853,95
785,854,117
786,855,9
787,857,35
788,858,0
789,859,32
790,860,12
791,861,21
792,862,46
793,863,0
794,864,0
795,865,65
796,866,20
797,867,0
798,868,17
799,869,6
800,870,27
801,871,27
802,872,117
803,873,17
804,874,166
805,875,190
806,876,2
807,877,25
808,878,117
809,879,0
810,880,16
811,881,52
812,882,66
813,883,19
814,884,504
815,885,44
816,886,22
817,887,16
818,888,61
819,889,21
820,890,28
821,891,24
822,892,4
823,893,3
824,894,5
825,895,28
826,896,38
827,897,109
828,898,16
829,899,11
830,900,150
831,901,38
832,902,28
833,903,19
834,904,58
835,905,9
836,906,66
837,907,20
838,908,16
839,909,0
840,910,39
841,911,23
842,912,136
843,913,270
844,914,28
845,915,17
846,916,18
847,917,0
848,918,0
849,919,17
850,920,252
851,921,6
852,922,141
853,923,56
854,924,6
855,925,130
856,926,22
857,927,8
858,928,4
859,929,149
860,930,1
861,931,25
862,932,25
863,933,11
864,934,213
865,935,12
866,936,254
867,937,20
868,938,1
869,939,45
870,940,32
871,941,17
872,942,121
873,943,64
874,944,48
875,945,43
876,946,3
877,947,41
878,948,8
879,949,98
880,950,35
881,951,52
882,952,81
883,953,14
884,954,16
885,955,64
886,956,10
887,957,8
888,958,97
889,959,74
890,960,104
891,961,38
892,962,14
893,963,45
894,964,26
895,965,1
896,966,1
897,967,50
898,968,7
899,969,11
900,970,71
901,971,2
902,972,0
903,973,25
904,974,6
905,975,7
906,976,15
907,977,25
908,978,7
909,979,28
910,980,6
911,981,33
912,982,7
913,983,0
914,984,1
915,985,0
916,986,12
917,987,9
918,988,44
919,989,17
920,990,7
921,991,86
922,992,20
923,993,16
924,994,20
925,995,1
926,996,2
927,997,20
928,998,3
929,999,41
930,1000,28
931,1002,19
932,1003,5
933,1004,12
934,1005,26
935,1006,43
936,1007,19
937,1008,23
938,1009,85
939,1010,0
940,1011,0
941,1012,19
942,1013,2
943,1014,11
944,1015,27
945,1016,9
946,1017,8
947,1018,28
948,1019,0
949,1020,0
950,1021,17
951,1022,10
952,1023,1
953,1024,8
954,1025,10
955,1026,6
956,1027,10
957,1028,8
958,1029,4
959,1030,21
960,1031,1
961,1032,2
962,1033,18
963,1034,23
964,1035,6
965,1036,9
966,1037,3
967,1038,3
968,1039,8
969,1040,19
970,1041,6
971,1042,25
972,1043,41
973,1044,56
974,1045,15
975,1046,5
976,1047,13
977,1048,97
978,1049,14
979,1050,6
980,1051,22
981,1052,14
982,1053,2
983,1054,9
984,1055,33
985,1056,10
986,1057,81
987,1058,9
988,1059,314
989,1060,283
990,1061,11
991,1062,14
992,1063,284
993,1064,20
994,1065,14
995,1066,25
996,1067,39
997,1068,80
998,1069,64
999,1070,12
1000,1071,17
1001,1072,36
1002,1073,24
1003,1074,9
1004,1075,12
1005,1076,114
1006,1077,115
1007,1078,23
1008,1079,14
1009,1080,18
1010,1081,21
1011,1082,5
1012,1083,1
1013,1084,7
1014,1085,140
1015,1086,6
1016,1087,49
1017,1088,23
1018,1089,1
1019,1090,34
1020,1091,74
1021,1092,1
1022,1093,129
1023,1094,19
1024,1095,5
1025,1096,7
1026,1097,11
1027,1098,23
1028,1099,46
1029,1100,6
1030,1101,112
1031,1102,282
1032,1103,39
1033,1104,31
1034,1105,1
1035,1106,14
1036,1107,28
1037,1108,96
1038,1109,19
1039,1110,22
1040,1111,46
1041,1112,9
1042,1113,74
1043,1114,15
1044,1115,9
1045,1116,10
1046,1117,16
1047,1118,2
1048,1119,5
1049,1120,5
1050,1121,50
1051,1122,51
1052,1123,33
1053,1124,23
1054,1125,52
1055,1126,111
1056,1127,35
1057,1128,9
1058,1129,9
1059,1130,2
1060,1131,19
1061,1132,9
1062,1133,2
1063,1134,9
1064,1135,36
1065,1136,5
1066,1137,6
1067,1138,6
1068,1139,9
1069,1140,17
1070,1141,101
1071,1142,65
1072,1143,8
1073,1144,11
1074,1145,7
1075,1146,63
1076,1147,28
1077,1148,167
1078,1149,37
1079,1150,240
1080,1151,6
1081,1152,7
1082,1153,5
1083,1154,41
1084,1155,32
1085,1156,26
1086,1157,62
1087,1158,26
1088,1159,4
1089,1160,1
1090,1161,11
1091,1162,18
1092,1163,31
1093,1164,2
1094,1165,28
1095,1166,14
1096,1167,34
1097,1168,46
1098,1169,27
1099,1170,254
1100,1171,16
1101,1172,26
1102,1173,8
1103,1174,48
1104,1175,13
1105,1176,6
1106,1177,58
1107,1178,84
1108,1179,64
1109,1180,29
1110,1181,95
1111,1182,12
1112,1183,22
1113,1184,13
1114,1185,100
1115,1186,113
1116,1187,11
1117,1188,66
1118,1189,14
1119,1190,338
1120,1191,523
1121,1192,16
1122,1193,13
1123,1194,24
1124,1195,50
1125,1196,6
1126,1197,18
1127,1198,22
1128,1199,2
1129,1200,2
1130,1201,39
1131,1202,16
1132,1203,5
1133,1204,61
1134,1205,64
1135,1206,11
1136,1207,14
1137,1208,24
1138,1209,17
1139,1210,51
1140,1211,20
1141,1212,42
1142,1213,75
1143,1214,50
1144,1215,4
1145,1216,16
1146,1217,8
1147,1218,267
1148,1219,16
1149,1220,9
1150,1221,59
1151,1222,21
1152,1223,78
1153,1224,6
1154,1225,51
1155,1226,22
1156,1227,19
1157,1228,4
1158,1229,19
1159,1230,159
1160,1231,27
1161,1232,0
1162,1233,1
1163,1234,11
1164,1235,12
1165,1236,51
1166,1237,51
1167,1238,41
1168,1239,17
1169,1240,15
1170,1241,0
1171,1242,5
1172,1243,12
1173,1244,31
1174,1245,43
1175,1246,13
1176,1247,8
1177,1248,18
1178,1249,21
1179,1250,22
1180,1251,57
1181,1252,9
1182,1253,5
1183,1254,30
1184,1255,33
1185,1256,0
1186,1257,1
1187,1258,5
1188,1259,0
1189,1260,13
1190,1261,31
1191,1262,31
1192,1263,221
1193,1264,133
1194,1265,69
1195,1266,6
1196,1267,188
1197,1268,66
1198,1269,68
1199,1270,25
1200,1271,8
1201,1272,1
1202,1273,10
1203,1274,166
1204,1275,8
1205,1276,4
1206,1277,8
1207,1278,12
1208,1279,17
1209,1280,41
1210,1281,47
1211,1282,34
1212,1283,13
1213,1284,59
1214,1285,20
1215,1286,1
1216,1287,1
1217,1288,451
1218,1289,4
1219,1290,19
1220,1291,38
1221,1292,26
1222,1293,7
1223,1294,7
1224,1295,1
1225,1296,0
1226,1297,13
1227,1298,32
1228,1299,47
1229,1300,72
1230,1301,7
1231,1302,206
1232,1303,30
1233,1304,14
1234,1305,29
1235,1306,88
1236,1307,13
1237,1308,26
1238,1309,25
1239,1310,7
1240,1311,12
1241,1312,62
1242,1313,23
1243,1314,276
1244,1315,14
1245,1316,8
1246,1317,14
1247,1318,14
1248,1319,18
1249,1320,9
1250,1321,22
1251,1322,61
1252,1323,21
1253,1324,4
1254,1325,18
1255,1326,77
1256,1327,41
1257,1328,12
1258,1329,16
1259,1330,31
1260,1331,4
1261,1332,26
1262,1333,15
1263,1334,11
1264,1335,9
1265,1336,13
1266,1337,4
1267,1338,1
1268,1339,8
1269,1340,33
1270,1341,5
1271,1342,151
1272,1343,24
1273,1344,36
1274,1345,10
1275,1346,142
1276,1347,104
1277,1348,264
1278,1349,33
1279,1350,25
1280,1351,11
1281,1352,6
1282,1353,14
1283,1354,29
1284,1355,8
1285,1356,1
1286,1357,15
1287,1358,49
1288,1359,4
1289,1360,10
1290,1361,37
1291,1362,9
1292,1363,22
1293,1364,4
1294,1365,6
1295,1366,7
1296,1367,16
1297,1368,25
1298,1369,5
1299,1370,7
1300,1371,17
1301,1372,11
1302,1373,0
1303,1374,2
1304,1375,15
1305,1376,136
1306,1377,98
1307,1378,28
1308,1379,31
1309,1380,195
1310,1381,32
1311,1382,0
1312,1383,0
1313,1384,14
1314,1385,259
1315,1386,20
1316,1387,347
1317,1388,13
1318,1389,13
1319,1390,27
1320,1391,36
1321,1392,204
1322,1393,19
1323,1394,25
1324,1395,14
1325,1396,12
1326,1397,51
1327,1398,5
1328,1399,38
1329,1400,34
1330,1401,58
1331,1402,5
1332,1403,60
1333,1404,123
1334,1405,31
1335,1407,30
1336,1408,62
1337,1409,6
1338,1410,1
1339,1411,14
1340,1412,16
1341,1413,17
1342,1414,13
1343,1415,79
1344,1416,10
1345,1417,23
1346,1418,22
1347,1419,98
1348,1420,245
1349,1421,7
1350,1422,15
1351,1423,31
1352,1424,8
1353,1425,3
1354,1426,257
1355,1427,240
1356,1428,5
1357,1429,20
1358,1430,12
1359,1431,18
1360,1432,25
1361,1433,8
1362,1434,22
1363,1435,24
1364,1436,17
1365,1437,222
1366,1438,30
1367,1439,132
1368,1440,35
1369,1441,213
1370,1442,18
1371,1443,3
1372,1444,32
1373,1445,14
1374,1446,1
1375,1447,8
1376,1448,9
1377,1449,50
1378,1450,41
1379,1451,14
1380,1452,32
1381,1453,22
1382,1454,57
1383,1455,18
1384,1456,18
1385,1457,255
1386,1458,62
1387,1459,10
1388,1460,2
1389,1461,52
1390,1462,53
1391,1463,84
1392,1464,17
1393,1465,18
1394,1466,35
1395,1467,15
1396,1468,18
1397,1469,97
1398,1470,30
1399,1471,300
1400,1472,12
1401,1473,310
1402,1474,15
1403,1475,18
1404,1476,15
1405,1477,23
1406,1478,20
1407,1479,60
1408,1480,77
1409,1481,18
1410,1482,13
1411,1483,35
1412,1484,2
1413,1485,0
1414,1486,18
1415,1487,22
1416,1488,2
1417,1489,77
1418,1490,3
1419,1491,1
1420,1492,15
1421,1493,15
1422,1494,5
1423,1495,112
1424,1496,10
1425,1497,1
1426,1498,76
1427,1499,11
1428,1500,9
1429,1501,19
1430,1502,3
1431,1503,2
1432,1504,8
1433,1505,13
1434,1506,9
1435,1507,23
1436,1508,36
1437,1509,15
1438,1510,7
1439,1511,0
1440,1512,0
1441,1513,103
1442,1514,272
1443,1515,36
1444,1516,34
1445,1517,12
1446,1518,19
1447,1519,103
1448,1520,14
1449,1521,27
1450,1522,31
1451,1523,13
1452,1524,28
1453,1525,8
1454,1526,5
1455,1527,0
1456,1528,86
1457,1529,8
1458,1530,9
1459,1531,25
1460,1532,0
1461,1533,1
1462,1534,0
1463,1535,45
1464,1536,9
1465,1537,46
1466,1538,2
1467,1539,0
1468,1540,19
1469,1541,12
1470,1542,39
1471,1543,13
1472,1544,20
1473,1545,103
1474,1546,12
1475,1547,190
1476,1548,32
1477,1549,100
1478,1550,37
1479,1551,27
1480,1552,18
1481,1553,14
1482,1554,14
1483,1555,45
1484,1556,17
1485,1557,8
1486,1558,100
1487,1559,40
1488,1560,10
1489,1561,5
1490,1562,12
1491,1563,35
1492,1564,9
1493,1565,13
1494,1566,5
1495,1567,105
1496,1568,50
1497,1569,3
1498,1570,56
1499,1571,4
1500,1572,119
1501,1573,67
1502,1574,13
1503,1575,0
1504,1576,10
1505,1577,32
1506,1578,24
1507,1579,11
1508,1580,44
1509,1581,9
1510,1582,37
1511,1583,25
1512,1584,16
1513,1585,87
1514,1586,19
1515,1587,21
1516,1588,91
1517,1589,133
1518,1590,76
1519,1591,17
1520,1592,109
1521,1593,351
1522,1594,447
1523,1595,27
1524,1596,25
1525,1597,21
1526,1598,72
1527,1599,158
1528,1600,8
1529,1601,118
1530,1602,12
1531,1603,24
1532,1604,9
1533,1605,17
1534,1606,39
1535,1607,7
1536,1608,10
1537,1609,135
1538,1610,20
1539,1611,5
1540,1612,85
1541,1613,106
1542,1614,5
1543,1615,19
1544,1616,90
1545,1617,5
1546,1618,24
1547,1619,11
1548,1620,17
1549,1621,12
1550,1622,21
1551,1623,129
1552,1624,12
1553,1625,146
1554,1626,7
1555,1627,314
1556,1628,28
1557,1629,23
1558,1630,15
1559,1631,14
1560,1632,16
1561,1633,24
1562,1634,8
1563,1635,20
1564,1636,28
1565,1637,8
1566,1638,9
1567,1639,22
1568,1640,13
1569,1641,15
1570,1642,55
1571,1643,42
1572,1644,7
1573,1645,42
1574,1646,21
1575,1647,3
1576,1648,60
1577,1649,1
1578,1650,8
1579,1651,25
1580,1652,30
1581,1653,3
1582,1654,8
1583,1655,21
1584,1656,3
1585,1657,12
1586,1658,12
1587,1659,70
1588,1660,9
1589,1661,10
1590,1662,18
1591,1663,67
1592,1664,4
1593,1665,2
1594,1666,10
1595,1667,8
1596,1668,11
1597,1669,15
1598,1670,140
1599,1671,8
1600,1672,8
1601,1673,14
1602,1674,13
1603,1675,22
1604,1676,10
1605,1677,23
1606,1678,28
1607,1679,9
1608,1680,7
1609,1681,83
1610,1682,39
1611,1683,53
1612,1684,546
1613,1685,52
1614,1686,45
1615,1687,32
1616,1688,18
1617,1689,9
1618,1690,8
1619,1691,36
1620,1692,16
1621,1693,16
1622,1694,9
1623,1695,0
1624,1696,42
1625,1697,11
1626,1698,4
1627,1699,29
1628,1700,15
1629,1701,42
1630,1702,13
1631,1703,16
1632,1704,16
1633,1705,9
1634,1706,1
1635,1708,30
1636,1709,15
1637,1710,132
1638,1711,17
1639,1712,3
1640,1713,11
1641,1714,54
1642,1715,17
1643,1716,57
1644,1717,13
1645,1718,19
1646,1719,32
1647,1720,12
1648,1721,33
1649,1722,282
1650,1723,40
1651,1724,10
1652,1725,5
1653,1726,10
1654,1727,37
1655,1728,10
1656,1729,99
1657,1730,41
1658,1731,15
1659,1732,18
1660,1733,12
1661,1734,47
1662,1735,21
1663,1736,28
1664,1737,15
1665,1738,278
1666,1739,5
1667,1740,35
1668,1741,44
1669,1742,73
1670,1743,32
1671,1744,7
1672,1745,13
1673,1746,8
1674,1747,55
1675,1748,27
1676,1749,9
1677,1750,15
1678,1751,4
1679,1752,23
1680,1753,39
1681,1754,5
1682,1755,12
1683,1756,12
1684,1757,29
1685,1758,383
1686,1759,14
1687,1760,8
1688,1761,5
1689,1762,55
1690,1763,10
1691,1764,8
1692,1765,3
1693,1766,17
1694,1767,4
1695,1768,10
1696,1769,14
1697,1770,6
1698,1771,13
1699,1772,46
1700,1773,3
1701,1774,17
1702,1775,7
1703,1776,4
1704,1777,23
1705,1778,15
1706,1779,66
1707,1780,65
1708,1781,2
1709,1782,32
1710,1783,12
1711,1784,21
1712,1785,15
1713,1786,7
1714,1787,9
1715,1788,15
1716,1789,14
1717,1790,2
1718,1791,16
1719,1792,10
1720,1793,1
1721,1794,10
1722,1795,18
1723,1796,16
1724,1797,0
1725,1798,12
1726,1799,6
1727,1800,48
1728,1801,12
1729,1802,7
1730,1803,12
1731,1804,17
1732,1805,19
1733,1806,13
1734,1807,23
1735,1808,22
1736,1809,20
1737,1810,16
1738,1811,20
1739,1812,229
1740,1813,46
1741,1815,13
1742,1816,8
1743,1817,9
1744,1818,14
1745,1819,29
1746,1820,966
1747,1821,53
1748,1822,7
1749,1823,16
1750,1824,68
1751,1825,128
1752,1826,0
1753,1827,5
1754,1828,3
1755,1829,22
1756,1830,19
1757,1831,23
1758,1832,62
1759,1833,9
1760,1834,8
1761,1835,20
1762,1836,22
1763,1837,16
1764,1838,7
1765,1839,20
1766,1840,11
1767,1841,2
1768,1842,14
1769,1843,49
1770,1844,16
1771,1845,7
1772,1846,33
1773,1847,38
1774,1848,62
1775,1849,7
1776,1850,12
1777,1851,35
1778,1852,9
1779,1853,105
1780,1854,16
1781,1855,28
1782,1856,33
1783,1857,61
1784,1858,15
1785,1859,29
1786,1860,29
1787,1861,16
1788,1862,54
1789,1863,11
1790,1864,18
1791,1865,4
1792,1866,26
1793,1867,13
1794,1868,15
1795,1869,36
1796,1870,32
1797,1871,38
1798,1872,8
1799,1873,21
1800,1874,40
1801,1875,26
1802,1876,33
1803,1877,81
1804,1878,141
1805,1879,43
1806,1880,14
1807,1881,16
1808,1882,75
1809,1883,19
1810,1884,329
1811,1885,48
1812,1886,20
1813,1887,69
1814,1888,22
1815,1889,76
1816,1890,73
1817,1891,15
1818,1892,22
1819,1893,9
1820,1894,11
1821,1896,5
1822,1897,19
1823,1898,9
1824,1899,40
1825,1900,45
1826,1901,40
1827,1902,20
1828,1903,31
1829,1904,18
1830,1905,23
1831,1906,19
1832,1907,9
1833,1908,35
1834,1909,172
1835,1910,17
1836,1911,141
1837,1912,737
1838,1913,129
1839,1914,123
1840,1915,79
1841,1916,10
1842,1917,62
1843,1918,22
1844,1919,113
1845,1920,12
1846,1921,20
1847,1922,11
1848,1923,14
1849,1924,7
1850,1925,13
1851,1926,142
1852,1927,26
1853,1928,17
1854,1929,137
1855,1930,15
1856,1931,72
1857,1932,12
1858,1933,8
1859,1934,8
1860,1935,26
1861,1936,34
1862,1937,29
1863,1938,138
1864,1939,16
1865,1940,26
1866,1941,20
1867,1942,56
1868,1943,123
1869,1944,55
1870,1945,30
1871,1946,68
1872,1948,9
1873,1949,5
1874,1950,6
1875,1951,10
1876,1952,8
1877,1953,10
1878,1954,49
1879,1955,17
1880,1956,26
1881,1957,72
1882,1958,47
1883,1959,77
1884,1960,130
1885,1961,20
1886,1962,76
1887,1963,18
1888,1964,18
1889,1965,25
1890,1966,15
1891,1967,9
1892,1968,253
1893,1969,6
1894,1970,9
1895,1971,32
1896,1972,6
1897,1973,207
1898,1974,0
1899,1975,9
1900,1976,25
1901,1977,37
1902,1978,26
1903,1979,23
1904,1980,36
1905,1981,24
1906,1982,19
1907,1983,19
1908,1984,11
1909,1985,6
1910,1986,0
1911,1987,12
1912,1988,1
1913,1989,57
1914,1990,19
1915,1991,4
1916,1992,52
1917,1993,28
1918,1994,8
1919,1995,0
1920,1996,13
1921,1997,82
1922,1998,12
1923,1999,30
1924,2000,11
1925,2001,29
1926,2002,14
1927,2003,291
1928,2004,0
1929,2005,117
1930,2006,28
1931,2007,7
1932,2008,5
1933,2009,7
1934,2010,25
1935,2011,14
1936,2012,17
1937,2013,30
1938,2014,13
1939,2015,119
1940,2016,3
1941,2017,4
1942,2018,27
1943,2019,18
1944,2020,33
1945,2021,7
1946,2022,10
1947,2023,64
1948,2024,10
1949,2025,28
1950,2026,18
1951,2027,11
1952,2028,32
1953,2029,24
1954,2030,16
1955,2031,51
1956,2032,24
1957,2033,4
1958,2034,5
1959,2035,203
1960,2036,33
1961,2037,251
1962,2038,23
1963,2039,9
1964,2040,170
1965,2041,9
1966,2042,4
1967,2043,12
1968,2044,68
1969,2045,5
1970,2046,12
1971,2047,58
1972,2048,83
1973,2049,4
1974,2050,8
1975,2051,36
1976,2052,3
1977,2053,11
1978,2054,32
1979,2055,5
1980,2056,17
1981,2057,23
1982,2058,32
1983,2059,39
1984,2060,17
1985,2061,241
1986,2062,400
1987,2063,7
1988,2064,8
