,position,num_mutations
802,872,137
803,873,10
804,874,151
805,875,173
806,876,2
807,877,23
808,878,134
809,879,1
810,880,11
811,881,53
812,882,85
813,883,21
814,884,1007
815,885,44
816,886,21
817,887,12
818,888,60
819,889,16
820,890,19
821,891,19
822,892,5
823,893,3
824,894,9
825,895,22
826,896,40
827,897,136
828,898,20
829,899,19
830,900,190
831,901,39
832,902,30
833,903,23
834,904,57
835,905,12
836,906,60
837,907,15
838,908,14
839,909,1
840,910,33
841,911,16
842,912,182
843,913,666
844,914,37
845,915,18
846,916,21
847,917,1
848,918,0
849,919,22
850,920,260
851,921,7
852,922,122
853,923,58
854,924,6
855,925,143
856,926,20
857,927,7
858,928,8
859,929,196
860,930,1
861,931,14
862,932,27
863,933,9
864,934,271
865,935,4
866,936,288
867,937,20
868,938,2
869,939,33
870,940,28
871,941,25
872,942,117
873,943,58
874,944,48
875,945,46
876,946,5
877,947,39
878,948,5
879,949,87
880,950,42
881,951,82
882,952,72
883,953,7
884,954,26
885,955,71
886,956,12
887,957,11
888,958,97
889,959,75
890,960,123
891,961,35
892,962,9
893,963,36
894,964,30
895,965,7
896,966,0
897,967,56
898,968,6
899,969,8
900,970,86
901,971,3
902,972,0
903,973,23
904,974,6
905,975,17
906,976,14
907,977,35
908,978,5
909,979,20
910,980,8
911,981,27
912,982,13
913,983,0
914,984,1
915,985,0
916,986,11
917,987,11
918,988,47
919,989,19
920,990,9
921,991,79
922,992,15
923,993,12
924,994,22
925,995,2
926,996,3
927,997,18
928,998,9
929,999,39
930,1000,19
931,1002,18
932,1003,10
933,1004,14
934,1005,22
935,1006,34
936,1007,14
937,1008,29
938,1009,102
939,1010,0
940,1011,0
941,1012,23
942,1013,4
943,1014,12
944,1015,23
945,1016,10
946,1017,6
947,1018,27
948,1019,1
949,1020,0
950,1021,26
951,1022,7
952,1023,4
953,1024,5
954,1025,14
955,1026,11
956,1027,11
957,1028,19
958,1029,7
959,1030,11
960,1031,1
961,1032,2
962,1033,22
963,1034,24
964,1035,3
965,1036,6
966,1037,2
967,1038,7
968,1039,10
969,1040,13
970,1041,9
971,1042,36
972,1043,32
973,1044,57
974,1045,15
975,1046,5
976,1047,11
977,1048,68
978,1049,14
979,1050,6
980,1051,21
981,1052,12
982,1053,6
983,1054,22
984,1055,22
985,1056,12
986,1057,71
987,1058,13
988,1059,611
989,1060,334
990,1061,17
991,1062,8
992,1063,326
993,1064,22
994,1065,21
995,1066,27
996,1067,41
997,1068,73
998,1069,80
999,1070,10
1000,1071,14
1001,1072,40
1002,1073,22
1003,1074,6
1004,1075,9
1005,1076,132
1006,1077,134
1007,1078,19
1008,1079,10
1009,1080,19
1010,1081,22
1011,1082,3
1012,1083,0
1013,1084,8
1014,1085,139
1015,1086,5
1016,1087,50
1017,1088,22
1018,1089,5
1019,1090,35
1020,1091,82
1021,1092,0
1022,1093,144
1023,1094,26
1024,1095,6
1025,1096,9
1026,1097,15
1027,1098,18
1028,1099,30
1029,1100,8
1030,1101,142
1031,1102,307
1032,1103,45
1033,1104,33
1034,1105,10
1035,1106,9
1036,1107,42
1037,1108,122
1038,1109,14
1039,1110,21
1040,1111,61
1041,1112,14
1042,1113,84
1043,1114,26
1044,1115,11
1045,1116,7
1046,1117,23
1047,1118,5
1048,1119,10
1049,1120,13
1050,1121,51
1051,1122,58
1052,1123,28
1053,1124,27
1054,1125,46
1055,1126,129
1056,1127,31
1057,1128,15
1058,1129,13
1059,1130,1
1060,1131,15
1061,1132,16
1062,1133,17
1063,1134,26
1064,1135,53
1065,1136,12
1066,1137,11
1067,1138,8
1068,1139,6
1069,1140,15
1070,1141,117
1071,1142,63
1072,1143,15
1073,1144,16
1074,1145,8
1075,1146,66
1076,1147,36
1077,1148,179
1078,1149,43
1079,1150,255
1080,1151,16
1081,1152,6
1082,1153,7
1083,1154,29
1084,1155,24
1085,1156,26
1086,1157,60
1087,1158,19
1088,1159,3
1089,1160,2
1090,1161,8
1091,1162,19
1092,1163,43
1093,1164,5
1094,1165,30
1095,1166,9
1096,1167,34
1097,1168,47
1098,1169,25
1099,1170,281
1100,1171,15
1101,1172,30
1102,1173,9
1103,1174,56
1104,1175,18
1105,1176,3
1106,1177,64
1107,1178,72
1108,1179,67
1109,1180,43
1110,1181,133
1111,1182,14
1112,1183,27
1113,1184,21
1114,1185,102
1115,1186,115
1116,1187,12
1117,1188,70
1118,1189,14
1119,1190,403
1120,1191,695
1121,1192,14
1122,1193,14
1123,1194,32
1124,1195,70
1125,1196,11
1126,1197,11
1127,1198,26
1128,1199,1
1129,1200,9
1130,1201,51
1131,1202,20
1132,1203,8
1133,1204,53
1134,1205,64
1135,1206,9
1136,1207,19
1137,1208,23
1138,1209,8
1139,1210,53
1140,1211,18
1141,1212,44
1142,1213,89
1143,1214,53
1144,1215,5
1145,1216,19
1146,1217,5
1147,1218,337
1148,1219,20
1149,1220,5
1150,1221,91
1151,1222,15
1152,1223,67
1153,1224,4
1154,1225,61
1155,1226,24
1156,1227,17
1157,1228,7
1158,1229,26
1159,1230,138
1160,1231,31
1161,1232,2
1162,1233,0
1163,1234,20
1164,1235,10
1165,1236,47
1166,1237,43
1167,1238,50
1168,1239,16
1169,1240,17
1170,1241,0
1171,1242,22
1172,1243,8
1173,1244,28
1174,1245,47
1175,1246,8
1176,1247,8
1177,1248,18
1178,1249,21
1179,1250,16
1180,1251,53
1181,1252,16
1182,1253,6
1183,1254,27
1184,1255,35
1185,1256,2
1186,1257,2
1187,1258,4
1188,1259,2
1189,1260,16
1190,1261,21
1191,1262,28
1192,1263,227
1193,1264,137
1194,1265,83
1195,1266,5
1196,1267,202
1197,1268,71
1198,1269,72
1199,1270,28
1200,1271,9
1201,1272,2
1202,1273,14
1203,1274,156
1204,1275,8
1205,1276,6
1206,1277,5
1207,1278,10
1208,1279,17
1209,1280,38
1210,1281,42
1211,1282,40
1212,1283,10
1213,1284,81
1214,1285,11
1215,1286,0
1216,1287,2
1217,1288,516
1218,1289,8
1219,1290,21
1220,1291,28
1221,1292,39
1222,1293,5
1223,1294,8
1224,1295,1
1225,1296,0
1226,1297,14
1227,1298,36
1228,1299,42
1229,1300,85
1230,1301,8
1231,1302,222
1232,1303,37
1233,1304,20
1234,1305,35
1235,1306,110
1236,1307,11
1237,1308,29
1238,1309,27
1239,1310,24
1240,1311,13
1241,1312,49
1242,1313,25
1243,1314,307
1244,1315,14
1245,1316,3
1246,1317,18
1247,1318,19
1248,1319,21
1249,1320,11
1250,1321,25
1251,1322,60
1252,1323,25
1253,1324,8
1254,1325,20
1255,1326,86
1256,1327,31
1257,1328,14
1258,1329,25
1259,1330,20
1260,1331,3
1261,1332,25
1262,1333,19
1263,1334,34
1264,1335,6
1265,1336,17
1266,1337,4
1267,1338,2
1268,1339,27
1269,1340,40
1270,1341,9
1271,1342,200
1272,1343,20
1273,1344,39
1274,1345,11
1275,1346,181
1276,1347,107
1277,1348,272
1278,1349,26
1279,1350,26
1280,1351,8
1281,1352,10
1282,1353,14
1283,1354,28
1284,1355,8
1285,1356,2
1286,1357,18
1287,1358,59
1288,1359,7
1289,1360,12
1290,1361,32
1291,1362,3
1292,1363,13
1293,1364,9
1294,1365,6
1295,1366,5
1296,1367,13
1297,1368,15
1298,1369,6
1299,1370,7
1300,1371,15
1301,1372,10
1302,1373,0
1303,1374,4
1304,1375,17
1305,1376,140
1306,1377,91
1307,1378,28
1308,1379,36
1309,1380,262
1310,1381,29
1311,1382,0
1312,1383,2
1313,1384,22
1314,1385,319
1315,1386,20
1316,1387,402
1317,1388,9
1318,1389,14
1319,1390,20
1320,1391,32
1321,1392,268
1322,1393,25
1323,1394,26
1324,1395,17
1325,1396,17
1326,1397,53
1327,1398,5
1328,1399,36
1329,1400,40
1330,1401,73
1331,1402,7
1332,1403,85
1333,1404,125
1334,1405,20
1335,1407,36
1336,1408,58
1337,1409,12
1338,1410,1
1339,1411,12
1340,1412,18
1341,1413,17
1342,1414,18
1343,1415,84
1344,1416,9
1345,1417,25
1346,1418,25
1347,1419,120
1348,1420,288
1349,1421,18
1350,1422,16
1351,1423,33
1352,1424,10
1353,1425,1
1354,1426,281
1355,1427,287
1356,1428,7
1357,1429,21
1358,1430,10
1359,1431,22
1360,1432,19
1361,1433,14
1362,1434,17
1363,1435,28
1364,1436,21
1365,1437,261
1366,1438,38
1367,1439,152
1368,1440,46
1369,1441,246
1370,1442,16
1371,1443,4
1372,1444,25
1373,1445,17
1374,1446,6
1375,1447,11
1376,1448,6
1377,1449,43
1378,1450,33
1379,1451,12
1380,1452,29
1381,1453,23
1382,1454,57
1383,1455,17
1384,1456,20
1385,1457,323
1386,1458,51
1387,1459,4
1388,1460,5
1389,1461,59
1390,1462,49
1391,1463,73
1392,1464,29
1393,1465,18
1394,1466,34
1395,1467,16
1396,1468,26
1397,1469,97
1398,1470,22
1399,1471,305
1400,1472,12
1401,1473,334
1402,1474,19
1403,1475,10
1404,1476,17
1405,1477,29
1406,1478,18
1407,1479,63
1408,1480,89
1409,1481,13
1410,1482,14
1411,1483,31
1412,1484,1
1413,1485,2
1414,1486,14
1415,1487,26
1416,1488,3
1417,1489,87
1418,1490,4
1419,1491,1
1420,1492,8
1421,1493,17
1422,1494,4
1423,1495,123
1424,1496,7
1425,1497,0
1426,1498,78
1427,1499,9
1428,1500,18
1429,1501,15
1430,1502,2
1431,1503,4
1432,1504,7
1433,1505,14
1434,1506,9
1435,1507,22
1436,1508,36
1437,1509,16
1438,1510,14
1439,1511,2
1440,1512,0
1441,1513,118
1442,1514,296
1443,1515,22
1444,1516,34
1445,1517,15
1446,1518,17
1447,1519,100
1448,1520,14
1449,1521,23
1450,1522,28
1451,1523,12
1452,1524,21
1453,1525,11
1454,1526,3
1455,1527,1
1456,1528,92
1457,1529,11
1458,1530,10
1459,1531,23
1460,1532,0
1461,1533,3
1462,1534,1
1463,1535,42
1464,1536,11
1465,1537,47
1466,1538,6
1467,1539,0
1468,1540,17
1469,1541,20
1470,1542,33
1471,1543,13
1472,1544,21
1473,1545,105
1474,1546,13
1475,1547,289
1476,1548,32
1477,1549,101
1478,1550,34
1479,1551,33
1480,1552,15
1481,1553,13
1482,1554,17
1483,1555,46
1484,1556,15
1485,1557,13
1486,1558,102
1487,1559,42
1488,1560,6
1489,1561,5
1490,1562,14
1491,1563,32
1492,1564,18
1493,1565,9
1494,1566,2
1495,1567,117
1496,1568,53
1497,1569,1
1498,1570,38
1499,1571,6
1500,1572,139
1501,1573,72
1502,1574,11
1503,1575,1
1504,1576,10
1505,1577,32
1506,1578,69
1507,1579,16
1508,1580,53
1509,1581,8
1510,1582,32
1511,1583,29
1512,1584,20
1513,1585,18
1514,1586,15
1515,1587,26
1516,1588,92
1517,1589,109
1518,1590,81
1519,1591,22
1520,1592,126
1521,1593,410
1522,1594,503
1523,1595,38
1524,1596,28
1525,1597,26
1526,1598,66
1527,1599,166
1528,1600,7
1529,1601,146
1530,1602,15
1531,1603,19
1532,1604,5
1533,1605,18
1534,1606,42
1535,1607,7
1536,1608,10
1537,1609,132
1538,1610,27
1539,1611,6
1540,1612,72
1541,1613,120
1542,1614,8
1543,1615,22
1544,1616,78
1545,1617,7
1546,1618,22
1547,1619,8
1548,1620,23
1549,1621,12
1550,1622,17
1551,1623,146
1552,1624,15
1553,1625,149
1554,1626,11
1555,1627,322
1556,1628,27
1557,1629,24
1558,1630,14
1559,1631,51
1560,1632,14
1561,1633,34
1562,1634,20
1563,1635,14
1564,1636,30
1565,1637,6
1566,1638,8
1567,1639,18
1568,1640,15
1569,1641,11
1570,1642,46
1571,1643,86
1572,1644,10
1573,1645,40
1574,1646,10
1575,1647,2
1576,1648,64
1577,1649,3
1578,1650,7
1579,1651,18
1580,1652,21
1581,1653,4
1582,1654,11
1583,1655,23
1584,1656,4
1585,1657,11
1586,1658,14
1587,1659,68
1588,1660,6
1589,1661,14
1590,1662,19
1591,1663,67
1592,1664,7
1593,1665,2
1594,1666,12
1595,1667,9
1596,1668,13
1597,1669,7
1598,1670,141
1599,1671,10
1600,1672,11
1601,1673,15
1602,1674,14
1603,1675,22
1604,1676,9
1605,1677,23
1606,1678,29
1607,1679,5
1608,1680,9
1609,1681,96
1610,1682,34
1611,1683,51
1612,1684,642
1613,1685,60
1614,1686,48
1615,1687,41
1616,1688,12
1617,1689,9
1618,1690,7
1619,1691,43
1620,1692,18
1621,1693,12
1622,1694,8
1623,1695,2
1624,1696,32
1625,1697,21
1626,1698,8
1627,1699,17
1628,1700,10
1629,1701,41
1630,1702,13
1631,1703,33
1632,1704,8
1633,1705,16
1634,1706,7
1635,1708,29
1636,1709,11
1637,1710,168
1638,1711,16
1639,1712,12
1640,1713,20
1641,1714,51
1642,1715,16
1643,1716,61
1644,1717,16
1645,1718,16
1646,1719,41
1647,1720,12
1648,1721,39
1649,1722,356
1650,1723,36
1651,1724,10
1652,1725,5
1653,1726,11
1654,1727,25
1655,1728,15
1656,1729,113
1657,1730,47
1658,1731,20
1659,1732,17
1660,1733,6
1661,1734,42
1662,1735,16
1663,1736,28
1664,1737,14
1665,1738,315
1666,1739,8
1667,1740,44
1668,1741,34
1669,1742,74
1670,1743,23
1671,1744,8
1672,1745,16
1673,1746,15
1674,1747,56
1675,1748,26
1676,1749,14
1677,1750,25
1678,1751,8
1679,1752,37
1680,1753,30
1681,1754,7
1682,1755,8
1683,1756,12
1684,1757,35
1685,1758,433
1686,1759,9
1687,1760,12
1688,1761,6
1689,1762,52
1690,1763,9
1691,1764,12
1692,1765,11
1693,1766,10
1694,1767,6
1695,1768,10
1696,1769,15
1697,1770,13
1698,1771,11
1699,1772,36
1700,1773,4
1701,1774,12
1702,1775,5
1703,1776,6
1704,1777,27
1705,1778,19
1706,1779,61
1707,1780,61
1708,1781,8
1709,1782,32
1710,1783,11
1711,1784,19
1712,1785,6
1713,1786,2
1714,1787,9
1715,1788,14
1716,1789,12
1717,1790,3
1718,1791,10
1719,1792,12
1720,1793,6
1721,1794,9
1722,1795,18
1723,1796,19
1724,1797,1
1725,1798,21
1726,1799,8
1727,1800,43
1728,1801,10
1729,1802,7
1730,1803,23
1731,1804,11
1732,1805,24
1733,1806,17
1734,1807,41
1735,1808,12
1736,1809,20
1737,1810,13
1738,1811,22
1739,1812,253
1740,1813,44
1741,1815,17
1742,1816,7
1743,1817,12
1744,1818,12
1745,1819,38
1746,1820,867
1747,1821,47
1748,1822,12
1749,1823,19
1750,1824,74
1751,1825,127
1752,1826,1
1753,1827,5
1754,1828,3
1755,1829,27
1756,1830,14
1757,1831,25
1758,1832,67
1759,1833,12
1760,1834,13
1761,1835,20
1762,1836,25
1763,1837,13
1764,1838,10
1765,1839,19
1766,1840,16
1767,1841,7
1768,1842,12
1769,1843,53
1770,1844,19
1771,1845,13
1772,1846,31
1773,1847,44
1774,1848,68
1775,1849,15
1776,1850,15
1777,1851,35
1778,1852,9
1779,1853,122
1780,1854,16
1781,1855,31
1782,1856,45
1783,1857,52
1784,1858,18
1785,1859,29
1786,1860,27
1787,1861,23
1788,1862,56
1789,1863,11
1790,1864,15
1791,1865,5
1792,1866,16
1793,1867,12
1794,1868,18
1795,1869,30
1796,1870,26
1797,1871,47
1798,1872,6
1799,1873,27
1800,1874,41
1801,1875,38
1802,1876,27
1803,1877,53
1804,1878,171
1805,1879,49
1806,1880,19
1807,1881,12
1808,1882,70
1809,1883,18
1810,1884,436
1811,1885,46
1812,1886,20
1813,1887,90
1814,1888,15
1815,1889,93
1816,1890,73
1817,1891,18
1818,1892,14
1819,1893,11
1820,1894,15
1821,1896,11
1822,1897,16
1823,1898,9
1824,1899,42
1825,1900,33
1826,1901,30
1827,1902,18
1828,1903,27
1829,1904,17
1830,1905,15
1831,1906,14
1832,1907,9
1833,1908,39
1834,1909,180
1835,1910,17
1836,1911,158
1837,1912,912
1838,1913,130
1839,1914,130
1840,1915,77
1841,1916,12
1842,1917,73
1843,1918,28
1844,1919,143
1845,1920,7
1846,1921,18
1847,1922,11
1848,1923,9
1849,1924,9
1850,1925,14
1851,1926,167
1852,1927,40
1853,1928,19
1854,1929,142
1855,1930,18
1856,1931,61
1857,1932,12
1858,1933,15
1859,1934,8
1860,1935,18
1861,1936,33
1862,1937,28
1863,1938,162
1864,1939,14
1865,1940,31
1866,1941,26
1867,1942,59
1868,1943,115
1869,1944,58
1870,1945,29
1871,1946,65
1872,1948,15
1873,1949,9
1874,1950,6
1875,1951,8
1876,1952,5
1877,1953,16
1878,1954,55
1879,1955,12
1880,1956,16
1881,1957,120
1882,1958,43
1883,1959,85
1884,1960,128
1885,1961,23
1886,1962,76
1887,1963,14
1888,1964,24
1889,1965,24
1890,1966,6
1891,1967,11
1892,1968,302
1893,1969,9
1894,1970,9
1895,1971,33
1896,1972,9
1897,1973,215
1898,1974,0
1899,1975,6
1900,1976,25
1901,1977,37
1902,1978,26
1903,1979,29
1904,1980,31
1905,1981,21
1906,1982,28
1907,1983,20
1908,1984,13
1909,1985,5
1910,1986,3
1911,1987,13
1912,1988,2
1913,1989,48
1914,1990,13
1915,1991,6
1916,1992,49
1917,1993,23
1918,1994,5
1919,1995,0
1920,1996,18
1921,1997,106
1922,1998,10
1923,1999,33
1924,2000,22
1925,2001,24
1926,2002,14
1927,2003,340
1928,2004,2
1929,2005,111
1930,2006,20
1931,2007,6
1932,2008,10
1933,2009,8
1934,2010,14
1935,2011,20
1936,2012,12
1937,2013,36
1938,2014,8
1939,2015,128
1940,2016,3
1941,2017,5
1942,2018,37
1943,2019,15
1944,2020,34
1945,2021,7
1946,2022,11
1947,2023,62
1948,2024,16
1949,2025,27
1950,2026,19
1951,2027,13
1952,2028,32
1953,2029,31
1954,2030,11
1955,2031,70
1956,2032,18
1957,2033,5
1958,2034,4
1959,2035,170
1960,2036,38
1961,2037,293
1962,2038,16
1963,2039,4
1964,2040,193
1965,2041,11
1966,2042,4
1967,2043,11
1968,2044,62
1969,2045,6
1970,2046,14
1971,2047,40
1972,2048,84
1973,2049,5
1974,2050,7
1975,2051,21
1976,2052,3
1977,2053,11
1978,2054,26
1979,2055,4
1980,2056,15
1981,2057,27
1982,2058,21
1983,2059,39
1984,2060,21
1985,2061,313
1986,2062,500
1987,2063,7
