P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p).1,min_rec_length,breakpoints,recombinant
ERR4988707_NC_045512:0,ERR5039243_NC_045512:0,ERR5238288_NC_045512:0,13,35,34,3.172e-09,0,-8.4986,0.0,6.344329e-09,7728,7728-13174 & 29219-29903,ERR5238288
ERR6631385_NC_045512:0,ERR7367241_NC_045512:0,ERR6622251_NC_045512:0,9,6,6,0.001998002408,0,-2.6994,0.00399,0.003992013,6,19359-22028 & 22034-22898,ERR6622251
SRR16832771_NC_045512:0,ERR6765753_NC_045512:0,SRR16706479_NC_045512:0,19,7,7,3.0404382e-05,0,-4.5171,6e-05,6.080784e-05,9,17122-22025 & 22034-27984,SRR16706479
ERR10079769_NC_045512:0,SRR21900360_NC_045512:0,SRR21370350_NC_045512:0,8,17,15,0.00180292665,0,-2.744,0.0036,0.003602603,8914,16092-18875 & 27789-27971,SRR21370350
ERR7139558_NC_045512:0,ERR6445757_NC_045512:0,ERR7305778_NC_045512:0,18,6,6,0.000141163197,0,-3.8503,0.00028,0.0002823065,6,21850-22028 & 22034-24109,ERR7305778
SRR16900296_NC_045512:0,ERR6634797_NC_045512:0,SRR21173296_NC_045512:0,36,8,7,8.739925e-06,0,-5.0585,2e-05,1.747977e-05,9,21846-22025 & 22034-22800,SRR21173296
DRR318759_NC_045512:0,SRR18279402_NC_045512:0,node_504685_NC_045512:0,12,52,46,0.000145871571,0,-3.836,0.00029,0.0002917219,1406,0-2038 & 28272-28497,node_504685
ERR7775401_NC_045512:0,ERR8476414_NC_045512:0,node_431210_NC_045512:0,43,49,27,4.2287727e-05,0,-4.3738,8e-05,8.457367e-05,13828,11332-12355 & 27041-27407,node_431210
ERR5340332_NC_045512:0,SRR16736728_NC_045512:0,SRR15189070_NC_045512:0,6,10,9,0.011363636702,0,-1.9445,0.0226,0.02259814,1695,0-1439 & 24416-28208,SRR15189070
ERR6387573_NC_045512:0,ERR6203132_NC_045512:0,ERR6629362_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,18115-22025 & 22034-24094,ERR6629362
ERR6491956_NC_045512:0,SRR17218705_NC_045512:0,node_177016_NC_045512:0,10,9,7,0.015014398843,0,-1.8235,0.0298,0.02980337,9,19341-22025 & 22034-22092,node_177016
ERR6424975_NC_045512:0,ERR7230437_NC_045512:0,node_180635_NC_045512:0,14,6,5,0.00688854605,0,-2.1619,0.01373,0.01372964,4906,6694-7867 & 12773-15924,node_180635
SRR19956702_NC_045512:0,ERR10002131_NC_045512:0,SRR21797771_NC_045512:0,8,10,10,0.000205676712,0,-3.6868,0.00041,0.0004113111,7277,0-1374 & 8651-13341,SRR21797771
ERR4848371_NC_045512:0,SRR14312655_NC_045512:0,SRR16620947_NC_045512:0,9,33,33,2.2427e-08,0,-7.6492,0.0,4.485394e-08,12162,12162-14674 & 28976-29903,SRR16620947
ERR6440908_NC_045512:0,SRR17218751_NC_045512:0,node_172546_NC_045512:0,21,10,6,0.011046924628,0,-1.9568,0.02197,0.02197181,6,18129-19682 & 22034-24711,node_172546
SRR21175830_NC_045512:0,ERR6440908_NC_045512:0,SRR20953902_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6,19476-22028 & 22034-24367,SRR20953902
ERR6476052_NC_045512:0,ERR6529403_NC_045512:0,ERR6557788_NC_045512:0,7,8,8,0.001243201434,0,-2.9055,0.00248,0.002484857,4105,13501-23423 & 27528-29903,ERR6557788
ERR6922762_NC_045512:0,ERR6568434_NC_045512:0,ERR7240684_NC_045512:0,12,4,4,0.007142858114,0,-2.1461,0.01423,0.0142347,5,23755-23954 & 23959-27317,ERR7240684
ERR7006481_NC_045512:0,SRR16307322_NC_045512:0,node_175182_NC_045512:0,18,9,7,0.001180970226,0,-2.9278,0.00236,0.002360546,9,19962-22025 & 22034-24847,node_175182
ERR6922139_NC_045512:0,ERR6203132_NC_045512:0,ERR7245663_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,18531-22025 & 22034-26884,ERR7245663
SRR16779361_NC_045512:0,ERR6440908_NC_045512:0,SRR20246692_NC_045512:0,17,6,6,0.000178311398,0,-3.7488,0.00036,0.000356591,6,20262-22028 & 22034-24094,SRR20246692
SRR20136282_NC_045512:0,ERR10000870_NC_045512:0,SRR20682810_NC_045512:0,13,13,13,1.346076e-06,0,-5.8709,0.0,2.692151e-06,8827,0-4574 & 18958-21076,SRR20682810
ERR6760147_NC_045512:0,ERR6679587_NC_045512:0,node_180866_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,21995-22025 & 22034-29903,node_180866
SRR16008981_NC_045512:0,SRR14023733_NC_045512:0,SRR16008906_NC_045512:0,5,8,8,0.004662005231,0,-2.3314,0.0093,0.009302276,6699,9714-21612 & 28311-29903,SRR16008906
ERR8675187_NC_045512:0,ERR8009707_NC_045512:0,ERR9700026_NC_045512:0,22,22,22,1.1e-11,0,-10.9613,0.0,2.18621e-11,9949,0-2788 & 15715-19954,ERR9700026
ERR10000914_NC_045512:0,ERR9926206_NC_045512:0,ERR10020846_NC_045512:0,5,12,12,0.000969618792,0,-3.0134,0.00194,0.001938297,2466,0-2230 & 21524-27437,ERR10020846
SRR16706618_NC_045512:0,SRR20178965_NC_045512:0,node_180900_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,8752-22025 & 22034-29903,node_180900
SRR21559003_NC_045512:0,SRR21901196_NC_045512:0,SRR21716808_NC_045512:0,8,11,9,0.014328810386,0,-1.8438,0.02845,0.02845231,5829,5829-17400 & 28371-29903,SRR21716808
ERR6670235_NC_045512:0,SRR15387648_NC_045512:0,ERR7043839_NC_045512:0,13,6,5,0.00866136048,0,-2.0624,0.01725,0.0172477,6,27516-27571 & 27577-29691,ERR7043839
ERR6203132_NC_045512:0,SRR16898874_NC_045512:0,node_181491_NC_045512:0,11,7,7,0.000377073913,0,-3.4236,0.00075,0.0007540056,9,21821-22025 & 22034-27603,node_181491
ERR5314179_NC_045512:0,ERR5181396_NC_045512:0,ERR5331405_NC_045512:0,13,6,5,0.00866136048,0,-2.0624,0.01725,0.0172477,7,21846-26486 & 26493-26935,ERR5331405
ERR6203132_NC_045512:0,ERR6532142_NC_045512:0,node_180702_NC_045512:0,8,7,7,0.001398601336,0,-2.8543,0.0028,0.002795247,9,18803-22025 & 22034-23682,node_180702
SRR20919761_NC_045512:0,SRR20105543_NC_045512:0,SRR21900426_NC_045512:0,6,15,15,0.000128999003,0,-3.8894,0.00026,0.0002579814,4839,14599-23533 & 28372-29903,SRR21900426
SRR17251148_NC_045512:0,SRR16689868_NC_045512:0,SRR20186763_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,17004-22025 & 22034-24745,SRR20186763
ERR7120778_NC_045512:0,ERR6634211_NC_045512:0,ERR7230437_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6,19857-22028 & 22034-26414,ERR7230437
ERR6492325_NC_045512:0,SRR16927733_NC_045512:0,node_222966_NC_045512:0,10,14,12,0.00116863905,0,-2.9323,0.00234,0.002335912,8873,4321-5190 & 24959-25351,node_222966
ERR6520140_NC_045512:0,ERR6331604_NC_045512:0,ERR6454891_NC_045512:0,4,13,13,0.002100840677,0,-2.6776,0.0042,0.004197268,7830,7851-21431 & 29261-29903,ERR6454891
ERR6765742_NC_045512:0,ERR6201753_NC_045512:0,ERR6569478_NC_045512:0,6,14,12,0.022445822135,0,-1.6489,0.04439,0.04438783,1545,1181-7849 & 27740-29539,ERR6569478
SRR14374356_NC_045512:0,ERR5389183_NC_045512:0,SRR16729209_NC_045512:0,14,4,4,0.004901961423,0,-2.3096,0.00978,0.009779894,4,21974-27381 & 27385-28074,SRR16729209
SRR21868887_NC_045512:0,ERR10730923_NC_045512:0,SRR21889546_NC_045512:0,17,7,7,5.2007497e-05,0,-4.2839,0.0001,0.0001040123,1929,23683-25585 & 27514-28530,SRR21889546
SRR15709581_NC_045512:0,ERR6491994_NC_045512:0,SRR16288101_NC_045512:0,13,6,6,0.000515995955,0,-3.2874,0.00103,0.001031726,6,21707-22028 & 22034-24039,SRR16288101
SRR15272300_NC_045512:0,SRR17847566_NC_045512:0,SRR17813172_NC_045512:0,5,17,17,0.000227842349,0,-3.6424,0.00046,0.0004556328,2332,0-7301 & 26607-27571,SRR17813172
SRR20116837_NC_045512:0,SRR15391358_NC_045512:0,SRR20117083_NC_045512:0,13,8,7,0.001282618381,0,-2.8919,0.00256,0.002563592,9,13768-22025 & 22034-22226,SRR20117083
ERR6658260_NC_045512:0,ERR6817476_NC_045512:0,ERR7137303_NC_045512:0,5,14,14,0.000515995955,0,-3.2874,0.00103,0.001031726,5991,5991-8705 & 27742-29903,ERR7137303
ERR7028964_NC_045512:0,ERR7239088_NC_045512:0,ERR7148099_NC_045512:0,13,4,4,0.005882353522,0,-2.2304,0.01173,0.0117301,5,23569-25332 & 25337-25480,ERR7148099
ERR6871773_NC_045512:0,ERR6492325_NC_045512:0,ERR6997670_NC_045512:0,15,6,6,0.000294854806,0,-3.5304,0.00059,0.0005896227,6,20181-22028 & 22034-23901,ERR6997670
ERR6419311_NC_045512:0,ERR6203132_NC_045512:0,ERR6761008_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,0-22025 & 22034-23038,ERR6761008
SRR16221830_NC_045512:0,ERR6760781_NC_045512:0,SRR15983091_NC_045512:0,12,8,8,0.000103199192,0,-3.9863,0.00021,0.0002063877,10,17888-22024 & 22034-23269,SRR15983091
SRR16851266_NC_045512:0,SRR20918075_NC_045512:0,SRR16829531_NC_045512:0,13,7,6,0.003199174302,0,-2.495,0.00639,0.006388114,6,19524-22028 & 22034-28076,SRR16829531
ERR6549773_NC_045512:0,SRR17132999_NC_045512:0,SRR17367056_NC_045512:0,11,5,5,0.002747253282,0,-2.5611,0.00549,0.005486959,6,7851-8010 & 8016-8388,SRR17367056
ERR6605052_NC_045512:0,ERR6491994_NC_045512:0,ERR7141593_NC_045512:0,19,6,6,0.000112930553,0,-3.9472,0.00023,0.0002258484,6,21301-22028 & 22034-24039,ERR7141593
SRR16153749_NC_045512:0,ERR7239527_NC_045512:0,SRR15993439_NC_045512:0,12,8,7,0.001817893237,0,-2.7404,0.00363,0.003632482,9,17593-22025 & 22034-22857,SRR15993439
ERR6070238_NC_045512:0,SRR20179445_NC_045512:0,node_181076_NC_045512:0,20,3,3,0.011857708916,0,-1.926,0.02357,0.02357481,3,22555-27482 & 27485-28006,node_181076
SRR17107284_NC_045512:0,SRR17166486_NC_045512:0,SRR17187152_NC_045512:0,33,5,4,0.002434544265,0,-2.6136,0.00486,0.004863162,6,25603-27616 & 27622-27984,SRR17187152
ERR6317290_NC_045512:0,SRR15553319_NC_045512:0,SRR16518465_NC_045512:0,7,8,7,0.01538461633,0,-1.8129,0.03053,0.03053255,3795,3784-8168 & 11963-15653,SRR16518465
SRR22238940_NC_045512:0,ERR10731149_NC_045512:0,SRR22011937_NC_045512:0,30,6,5,0.000539585308,0,-3.2679,0.00108,0.001078879,2438,8140-12308 & 14746-18078,SRR22011937
SRR16695951_NC_045512:0,ERR7779801_NC_045512:0,SRR20942480_NC_045512:0,23,6,4,0.01752136834,0,-1.7564,0.03474,0.03473574,4,20937-21302 & 21306-24770,SRR20942480
SRR15230119_NC_045512:0,SRR16570012_NC_045512:0,SRR16700270_NC_045512:0,15,6,6,0.000294854806,0,-3.5304,0.00059,0.0005896227,6,19884-22312 & 22318-23586,SRR16700270
SRR17381206_NC_045512:0,ERR6768972_NC_045512:0,SRR21263213_NC_045512:0,27,5,5,0.00013904339,0,-3.8568,0.00028,0.0002780674,5,22027-22029 & 22034-23650,SRR21263213
SRR20228527_NC_045512:0,SRR15391344_NC_045512:0,SRR20246982_NC_045512:0,12,7,7,0.000257997948,0,-3.5884,0.00052,0.0005159293,9,8473-22025 & 22034-25397,SRR20246982
SRR15534825_NC_045512:0,ERR6203132_NC_045512:0,SRR23600395_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,13901-22025 & 22034-25672,SRR23600395
SRR20259179_NC_045512:0,ERR6483350_NC_045512:0,SRR19279245_NC_045512:0,15,7,7,9.3817434e-05,0,-4.0277,0.00019,0.0001876261,9,19006-22025 & 22034-26255,SRR19279245
SRR16500739_NC_045512:0,SRR15313765_NC_045512:0,SRR16350995_NC_045512:0,7,7,7,0.002331002383,0,-2.6325,0.00466,0.004656571,9,11962-22025 & 22034-23813,SRR16350995
SRR16829139_NC_045512:0,SRR17414049_NC_045512:0,node_182201_NC_045512:0,5,8,8,0.004662005231,0,-2.3314,0.0093,0.009302276,3030,9985-19004 & 22034-28000,node_182201
SRR17381447_NC_045512:0,SRR15877448_NC_045512:0,SRR20186249_NC_045512:0,6,6,6,0.007575758267,0,-2.1206,0.01509,0.01509412,6,8756-22028 & 22034-25673,SRR20186249
ERR7559407_NC_045512:0,ERR6761066_NC_045512:0,ERR8198202_NC_045512:0,8,7,6,0.017560219392,0,-1.7555,0.03481,0.03481208,6,21255-22028 & 22034-22331,ERR8198202
SRR19223596_NC_045512:0,SRR15391088_NC_045512:0,SRR20891142_NC_045512:0,6,8,8,0.002331002848,0,-2.6325,0.00466,0.004656572,10,15543-22025 & 22035-27509,SRR20891142
ERR9647850_NC_045512:0,ERR9102490_NC_045512:0,ERR9625458_NC_045512:0,7,45,44,2.675944e-06,0,-5.5725,1e-05,5.351881e-06,6127,6127-8391 & 29542-29903,ERR9625458
ERR10850941_NC_045512:0,ERR10120544_NC_045512:0,SRR21797337_NC_045512:0,5,12,12,0.000969618792,0,-3.0134,0.00194,0.001938297,4023,0-2786 & 24305-25880,SRR21797337
ERR9927039_NC_045512:0,SRR21834567_NC_045512:0,SRR21834646_NC_045512:0,8,16,15,0.000251539546,0,-3.5994,0.0005,0.0005030158,2372,0-941 & 27383-27531,SRR21834646
ERR10756347_NC_045512:0,ERR10426560_NC_045512:0,ERR10839848_NC_045512:0,21,21,20,1.601e-09,0,-8.7955,0.0,3.202926e-09,9163,0-2971 & 19327-20740,ERR10839848
SRR19266532_NC_045512:0,ERR6491292_NC_045512:0,SRR20264149_NC_045512:0,17,6,6,0.000178311398,0,-3.7488,0.00036,0.000356591,6,19476-22028 & 22034-23986,SRR20264149
SRR19286444_NC_045512:0,SRR20250558_NC_045512:0,SRR20117298_NC_045512:0,30,7,7,3.011032e-06,0,-5.5213,1e-05,6.022055e-06,7,21372-22028 & 22035-23281,SRR20117298
ERR7514770_NC_045512:0,ERR7235923_NC_045512:0,SRR20918075_NC_045512:0,9,6,6,0.001998002408,0,-2.6994,0.00399,0.003992013,6,13965-22028 & 22034-27013,SRR20918075
ERR6494825_NC_045512:0,node_335938_NC_045512:0,SRR17445040_NC_045512:0,32,12,7,0.001267998363,0,-2.8969,0.00253,0.002534389,13486,11456-13017 & 27740-27873,SRR17445040
SRR15993313_NC_045512:0,SRR16849704_NC_045512:0,node_182359_NC_045512:0,9,14,12,0.002279763808,0,-2.6421,0.00455,0.00455433,12340,12772-15238 & 27578-29253,node_182359
SRR15391298_NC_045512:0,SRR14610001_NC_045512:0,SRR15491121_NC_045512:0,14,6,6,0.000386996951,0,-3.4123,0.00077,0.0007738441,8,27689-28876 & 28884-29401,SRR15491121
ERR6203132_NC_045512:0,SRR19815333_NC_045512:0,node_180298_NC_045512:0,14,7,7,0.000128998974,0,-3.8894,0.00026,0.0002579813,9,21976-22025 & 22034-25005,node_180298
ERR6999374_NC_045512:0,SRR15629155_NC_045512:0,ERR7239993_NC_045512:0,9,10,9,0.001764489687,0,-2.7534,0.00353,0.003525866,33,15240-22001 & 22034-23043,ERR7239993
ERR7050043_NC_045512:0,ERR6203132_NC_045512:0,ERR7148136_NC_045512:0,12,8,7,0.001817893237,0,-2.7404,0.00363,0.003632482,9,20833-22025 & 22034-23011,ERR7148136
ERR7110976_NC_045512:0,ERR6761066_NC_045512:0,ERR7314127_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,7,17410-22028 & 22035-29903,ERR7314127
ERR6203132_NC_045512:0,SRR16147011_NC_045512:0,node_181828_NC_045512:0,12,7,7,0.000257997948,0,-3.5884,0.00052,0.0005159293,9,17142-22025 & 22034-22623,node_181828
SRR16537945_NC_045512:0,ERR6493816_NC_045512:0,SRR20254670_NC_045512:0,13,10,8,0.002432551933,0,-2.6139,0.00486,0.004859187,5024,13274-17010 & 22034-23757,SRR20254670
SRR15199972_NC_045512:0,SRR16695665_NC_045512:0,node_181271_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9,6421-22025 & 22034-23012,node_181271
ERR7009168_NC_045512:0,ERR6203132_NC_045512:0,ERR7313709_NC_045512:0,4,8,8,0.010101011023,0,-1.9956,0.0201,0.02009999,10,8017-22024 & 22034-27998,ERR7313709
ERR6340332_NC_045512:0,ERR6440908_NC_045512:0,ERR6491383_NC_045512:0,13,6,6,0.000515995955,0,-3.2874,0.00103,0.001031726,6,21387-22028 & 22034-25830,ERR6491383
SRR14811939_NC_045512:0,ERR4238502_NC_045512:0,SRR15954459_NC_045512:0,31,5,5,8.4882442e-05,0,-4.0712,0.00017,0.0001697577,10,25703-27873 & 27883-27924,SRR15954459
ERR6203132_NC_045512:0,ERR7148732_NC_045512:0,node_182318_NC_045512:0,15,7,7,9.3817434e-05,0,-4.0277,0.00019,0.0001876261,9,20930-22025 & 22034-24137,node_182318
ERR6203132_NC_045512:0,SRR19265206_NC_045512:0,node_181669_NC_045512:0,14,7,7,0.000128998974,0,-3.8894,0.00026,0.0002579813,9,19886-22025 & 22034-27685,node_181669
ERR10005856_NC_045512:0,ERR10023010_NC_045512:0,ERR10031820_NC_045512:0,7,9,9,0.000699300843,0,-3.1553,0.0014,0.001398113,4449,0-1818 & 22378-25454,ERR10031820
SRR16385250_NC_045512:0,ERR6440908_NC_045512:0,SRR16829334_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6,20238-22028 & 22034-23637,SRR16829334
SRR15807346_NC_045512:0,SRR16063667_NC_045512:0,node_181231_NC_045512:0,5,11,10,0.017399268225,0,-1.7595,0.0345,0.0344958,6179,0-4484 & 22034-23724,node_181231
SRR15391855_NC_045512:0,SRR16284461_NC_045512:0,node_182081_NC_045512:0,7,8,7,0.01538461633,0,-1.8129,0.03053,0.03053255,9,15652-22025 & 22034-24619,node_182081
ERR6445757_NC_045512:0,SRR15587357_NC_045512:0,node_180653_NC_045512:0,8,8,7,0.009401709773,0,-2.0268,0.01872,0.01871503,9,21682-22025 & 22034-27675,node_180653
ERR10496024_NC_045512:0,SRR19284719_NC_045512:0,SRR19693929_NC_045512:0,6,9,9,0.001398601686,0,-2.8543,0.0028,0.002795247,6987,0-554 & 16294-22916,SRR19693929
ERR6105556_NC_045512:0,SRR15945517_NC_045512:0,node_332247_NC_045512:0,27,6,4,0.011649848893,0,-1.9337,0.02316,0.02316398,4,27874-27879 & 27883-28325,node_332247
ERR7009409_NC_045512:0,ERR6484463_NC_045512:0,ERR7007369_NC_045512:0,10,6,6,0.001373626641,0,-2.8621,0.00275,0.002745366,6,18863-22028 & 22034-25248,ERR7007369
ERR6778219_NC_045512:0,ERR6440908_NC_045512:0,ERR7244209_NC_045512:0,11,6,6,0.000969618792,0,-3.0134,0.00194,0.001938297,6,19648-22028 & 22034-25592,ERR7244209
ERR10003837_NC_045512:0,SRR20920170_NC_045512:0,ERR9989603_NC_045512:0,7,5,5,0.010101011023,0,-1.9956,0.0201,0.02009999,1153,7873-25706 & 26859-27787,ERR9989603
ERR4688291_NC_045512:0,ERR4668686_NC_045512:0,ERR4758732_NC_045512:0,4,14,14,0.00163398718,0,-2.7868,0.00327,0.003265304,4291,4291-9800 & 28000-29903,ERR4758732
SRR20234295_NC_045512:0,SRR16706536_NC_045512:0,SRR20247188_NC_045512:0,23,7,7,1.1788978e-05,0,-4.9285,2e-05,2.357782e-05,9,18412-22025 & 22034-22343,SRR20247188
SRR15003865_NC_045512:0,SRR16008906_NC_045512:0,SRR16008981_NC_045512:0,9,9,8,0.003167421557,0,-2.4993,0.00632,0.006324811,8290,0-4541 & 16609-21613,SRR16008981
ERR6310026_NC_045512:0,ERR6203132_NC_045512:0,ERR6486365_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,9170-22025 & 22034-29903,ERR6486365
ERR5225520_NC_045512:0,ERR5462200_NC_045512:0,ERR5743634_NC_045512:0,5,5,5,0.023809526116,0,-1.6232,0.04705,0.04705216,1659,0-20959 & 25067-28244,ERR5743634
ERR6203132_NC_045512:0,node_188368_NC_045512:0,node_182184_NC_045512:0,7,7,7,0.002331002383,0,-2.6325,0.00466,0.004656571,9,17193-22025 & 22034-26415,node_182184
ERR6033712_NC_045512:0,ERR6348480_NC_045512:0,node_126187_NC_045512:0,9,4,4,0.013986015692,0,-1.8543,0.02778,0.02777642,4595,6790-10975 & 15570-18291,node_126187
ERR7188786_NC_045512:0,ERR7231909_NC_045512:0,ERR7237498_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6,20104-22028 & 22034-25259,ERR7237498
SRR15446230_NC_045512:0,SRR15553432_NC_045512:0,node_181462_NC_045512:0,6,9,8,0.016983021051,0,-1.77,0.03368,0.03367762,5580,10834-22025 & 27605-28207,node_181462
SRR15391358_NC_045512:0,SRR19259675_NC_045512:0,node_182175_NC_045512:0,9,11,9,0.008216243237,0,-2.0853,0.01636,0.01636498,822,21893-22025 & 22847-25527,node_182175
ERR6694087_NC_045512:0,ERR6521658_NC_045512:0,ERR6776271_NC_045512:0,8,23,23,1.140869e-06,0,-5.9428,0.0,2.281737e-06,8058,0-5182 & 19221-21845,ERR6776271
SRR16831375_NC_045512:0,ERR7561507_NC_045512:0,SRR19223626_NC_045512:0,8,19,19,4.053918e-06,0,-5.3921,1e-05,8.10782e-06,3797,0-2266 & 25615-26106,SRR19223626
SRR15199972_NC_045512:0,SRR20254302_NC_045512:0,node_181289_NC_045512:0,10,8,8,0.000251382648,0,-3.5997,0.0005,0.0005027021,1373,12053-20661 & 22034-26809,node_181289
ERR6203132_NC_045512:0,ERR6611490_NC_045512:0,node_181014_NC_045512:0,8,7,7,0.001398601336,0,-2.8543,0.0028,0.002795247,9,16878-22025 & 22034-23042,node_181014
SRR16780800_NC_045512:0,SRR17218979_NC_045512:0,node_145418_NC_045512:0,11,13,10,0.006413092837,0,-2.1929,0.01279,0.01278506,10541,10835-11780 & 22321-23484,node_145418
SRR20741299_NC_045512:0,SRR20423396_NC_045512:0,SRR21606289_NC_045512:0,7,22,22,5.125643e-06,0,-5.2903,1e-05,1.025126e-05,11934,12160-16724 & 28658-29903,SRR21606289
SRR16364659_NC_045512:0,SRR16546753_NC_045512:0,SRR16829333_NC_045512:0,19,7,7,3.0404382e-05,0,-4.5171,6e-05,6.080784e-05,9,21384-22025 & 22034-22223,SRR16829333
ERR7301725_NC_045512:0,ERR6203132_NC_045512:0,ERR7321236_NC_045512:0,10,7,7,0.000565610884,0,-3.2475,0.00113,0.001130902,9,21868-22025 & 22034-24582,ERR7321236
ERR6485394_NC_045512:0,SRR20254530_NC_045512:0,ERR6763204_NC_045512:0,13,8,7,0.001282618381,0,-2.8919,0.00256,0.002563592,9,10271-22025 & 22034-22322,ERR6763204
ERR10000161_NC_045512:0,SRR20663851_NC_045512:0,SRR21371381_NC_045512:0,8,9,9,0.000370218098,0,-3.4315,0.00074,0.0007402991,4496,0-1374 & 5870-13341,SRR21371381
SRR21208456_NC_045512:0,SRR21369690_NC_045512:0,SRR21457722_NC_045512:0,7,14,14,6.8799462e-05,0,-4.1624,0.00014,0.0001375942,2466,0-1727 & 25050-27437,SRR21457722
ERR7099711_NC_045512:0,ERR7383256_NC_045512:0,ERR7234709_NC_045512:0,18,6,6,0.000141163197,0,-3.8503,0.00028,0.0002823065,6,21835-22028 & 22034-25610,ERR7234709
ERR7306712_NC_045512:0,ERR6488595_NC_045512:0,ERR7707958_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,12525-22025 & 22034-25843,ERR7707958
ERR10003741_NC_045512:0,ERR10000256_NC_045512:0,ERR9908351_NC_045512:0,9,11,11,5.953799e-05,0,-4.2252,0.00012,0.0001190724,3375,0-12158 & 23768-26528,ERR9908351
ERR6851618_NC_045512:0,ERR6440908_NC_045512:0,ERR7305983_NC_045512:0,11,6,6,0.000969618792,0,-3.0134,0.00194,0.001938297,6,21762-22028 & 22034-25769,ERR7305983
SRR16673943_NC_045512:0,ERR7521902_NC_045512:0,SRR21317915_NC_045512:0,20,8,8,6.756529e-06,0,-5.1703,1e-05,1.351301e-05,7253,2704-4204 & 11457-17235,SRR21317915
ERR7602741_NC_045512:0,ERR7557017_NC_045512:0,ERR8213432_NC_045512:0,10,18,18,8.38216e-07,0,-6.0766,0.0,1.676431e-06,6478,0-5181 & 21708-23425,ERR8213432
