,start,node,length,max_inheritors,min_inheritors
153,6513,984731,3,1,1
154,6513,984733,3,1,1
155,6513,984734,3,1,1
156,6513,984735,3,2,2
157,6513,984736,3,1,1
158,6513,986491,3,9,9
159,6513,988399,3,1,1
160,6513,988400,3,1,1
161,6513,988402,3,1,1
162,6513,988403,3,1,1
163,6513,988722,3,1,1
164,27599,988722,21,1,1
165,6513,988724,3,1,1
166,6513,992301,3,1,1
167,6513,992304,3,14,14
168,6513,992850,3,1,1
169,6513,992851,3,1,1
170,6513,992852,3,1,1
171,6513,992853,3,1,1
172,6513,992854,3,1,1
173,6513,992855,3,1,1
174,6513,994781,3,1,1
175,6513,994782,3,1,1
176,6513,994783,3,1,1
177,6513,994784,3,1,1
178,6513,995704,3,3,3
179,6513,995705,3,13,13
180,6513,999160,3,7,7
181,6513,999161,3,11,11
182,6513,999162,3,11,11
183,6513,999884,3,1,1
184,6513,999885,3,1,1
185,6513,999886,3,1,1
186,6513,999887,3,1,1
187,6513,1001600,3,1,1
188,6513,1006524,3,1,1
189,6513,1006743,3,1,1
190,6513,1006744,3,1,1
191,6513,1007599,3,1,1
192,6513,1007600,3,1,1
193,6513,1007601,3,1,1
194,6513,1007602,3,2,2
195,6513,1007603,3,1,1
196,6513,1007886,3,3,3
197,6513,1007887,3,3,3
198,6513,1007890,3,6,6
199,6513,1012239,3,1,1
200,6513,1012240,3,5,5
201,6513,1012241,3,2,2
202,6513,1012243,3,1,1
203,6513,1014743,3,5,5
204,6513,1017441,3,1,1
205,6513,1017442,3,2,2
206,6513,1017443,3,2,2
207,6513,1017444,3,1,1
208,6513,1017445,3,2,2
209,6513,1017446,3,1,1
210,6513,1017447,3,3,3
211,6513,1017448,3,1,1
212,6513,1021249,3,1,1
213,6513,1021250,3,1,1
214,6513,1027086,3,1,1
215,6513,1027087,3,1,1
216,6513,1027088,3,2,2
217,6513,1027089,3,1,1
218,6513,1027090,3,1,1
219,6513,1027902,3,3,3
220,6513,1029753,3,1,1
221,6513,1029754,3,1,1
222,6513,1029756,3,1,1
223,6513,1032851,3,11,11
224,6513,1034224,3,3,3
225,6513,1034347,3,4,4
226,6513,1034348,3,1,1
227,6513,1035293,3,1,1
228,6513,1036006,3,4,4
229,6513,1038678,3,1,1
230,6513,1038679,3,1,1
231,27579,1038679,3,1,1
232,6513,1042202,3,1,1
233,6513,1042203,3,3,3
234,6513,1042204,3,1,1
235,6513,1043560,3,5,5
236,6513,1043561,3,6,6
237,6513,1043562,3,4,4
238,6513,1043563,3,1,1
239,6513,1043564,3,1,1
240,6513,1043565,3,4,4
241,6513,1046948,3,1,1
242,6513,1046949,3,1,1
243,6513,1046950,3,1,1
244,6513,1046951,3,1,1
245,6513,1049661,3,3,3
246,6513,1050986,3,9,9
247,6513,1050987,3,2,2
248,6513,1053310,3,3,3
249,6513,1053311,3,1,1
250,6513,1057308,3,1,1
251,6513,1057919,3,2,2
252,6513,1057920,3,4,4
253,6513,1060016,3,1,1
254,6513,1060017,3,1,1
255,6513,1060256,3,1,1
256,6513,1062879,3,1,1
257,6513,1062880,3,1,1
258,6513,1066002,3,1,1
259,6513,1066003,3,2,2
260,6513,1066004,3,2,2
261,6513,1069578,3,2,2
262,6513,1069579,3,2,2
263,6513,1069580,3,1,1
264,6513,1069586,3,5,5
265,6513,1070712,3,1,1
266,6513,1074724,3,3,3
267,6513,1075334,3,2,2
268,6513,1077133,3,1,1
269,6513,1077803,3,1,1
270,6513,1077804,3,1,1
271,6513,1077807,3,2,2
272,6513,1078700,3,6,6
273,6513,1080001,3,1,1
274,6513,1080003,3,1,1
275,6513,1081658,3,2,2
276,6513,1082075,3,1,1
277,6513,1087644,3,1,1
278,6513,1087645,3,3,3
279,6513,1087646,3,1,1
280,6513,1087647,3,1,1
281,6513,1092678,3,59,59
282,6513,1093186,3,1,1
283,6513,1093187,3,8,8
284,6513,1099505,3,2,2
285,6513,1099506,3,1,1
286,6513,1106336,3,1,1
287,6513,1106567,3,1,1
288,6513,1106568,3,3,3
289,6513,1113544,3,2,2
290,6513,1114561,3,1,1
291,6513,1115966,1,1,1
292,6513,1117142,3,1,1
293,6513,1117143,3,2,2
294,6513,1122571,3,13,13
295,6513,1133283,1,1,1
296,6513,1136381,3,1,1
297,6513,1139590,3,1,1
298,6513,1142030,3,1,1
299,6513,1146186,3,1,1
300,6513,1159683,3,3,3
301,6513,1160962,1,1,1
302,6513,1161811,1,1,1
303,6513,1165800,3,1,1
304,6513,1169698,3,1,1
305,6513,1200360,3,1,1
306,6513,1217146,3,1,1
307,6513,1230640,3,1,1
308,6513,1235151,3,2,2
309,6513,1239220,3,1,1
310,6513,1243198,3,1,1
311,27580,1243198,40,1,1
312,6513,1244128,3,1,1
313,6513,1244129,3,1,1
314,6513,1255937,3,1,1
315,6513,1271881,3,1,1
316,6513,1276548,3,3,3
317,6513,1278222,3,2,2
318,6513,1289921,3,1,1
319,6513,1296402,3,1,1
320,6513,1305548,3,1,1
321,6513,1312776,3,4,4
322,6513,1314068,3,1,1
323,6513,1316702,3,1,1
324,6513,1328446,3,1,1
325,6513,1330741,3,1,1
326,6513,1333380,3,3,3
327,6513,1353371,3,1,1
328,6513,1354497,3,1,1
329,21991,1354497,3,1,1
330,6513,1367555,3,1,1
331,6513,1370668,3,1,1
332,6513,1379047,3,1,1
333,6513,1382000,3,1,1
334,6513,1386066,3,1,1
335,6513,1386112,3,7,7
336,6513,1393349,3,2,2
337,6513,1396375,3,1,1
338,6513,1407350,3,1,1
339,28151,1407350,2,1,1
340,6513,1409529,3,1,1
341,6513,1410289,3,2,2
342,6513,1414198,3,1,1
343,6513,1422109,3,1,1
344,6513,1423018,3,2,2
345,6513,1429267,3,3,3
346,6513,1429859,3,1,1
347,6513,1431385,3,2,2
348,6513,1431632,3,1,1
349,6513,1433326,3,1,1
350,21991,1433326,3,1,1
351,6513,1444375,3,1,1
352,6513,1454780,3,1,1
353,6513,1463492,3,1,1
354,6513,1486000,3,1,1
355,6513,1510506,3,1,1
356,6513,1510507,3,1,1
357,6513,1510942,3,1,1
358,6513,1510979,3,1,1
359,6513,1512050,3,1,1
360,6513,1512532,3,1,1
361,6513,1515844,3,1,1
362,6513,1532872,3,1,1
363,6513,1535586,3,1,1
364,6513,1537965,1,1,1
365,6513,1567989,3,1,1
366,6513,1659190,3,1,1
367,6513,1711443,3,1,1
368,6513,1711449,3,1,1
369,6513,1713824,3,1,1
370,6513,1733734,3,1,1
371,6513,1735355,3,1,1
372,6513,1752469,3,1,1
373,6513,1809374,3,1,1
374,6513,1817527,3,1,1
375,6513,1884786,3,1,1
376,6513,1897695,3,1,1
377,6513,1938431,3,1,1
378,6513,1941592,3,1,1
379,6513,1978452,3,1,1
380,6513,1980239,3,1,1
381,6513,1993963,3,1,1
382,6513,1996615,3,1,1
383,6513,2019858,3,1,1
384,6513,2025612,3,1,1
385,6513,2031302,3,1,1
386,6513,2033229,3,1,1
387,6513,2034969,3,1,1
388,6513,2040580,3,1,1
389,6513,2040636,3,1,1
390,6513,2078821,3,1,1
391,6513,2099966,3,1,1
392,6513,2110222,3,1,1
393,6513,2114533,3,1,1
394,6513,2125298,3,1,1
395,6513,2127376,3,1,1
396,6513,2139586,3,1,1
397,6513,2143219,3,1,1
398,6513,2148245,3,1,1
399,6513,2150609,3,1,1
400,6513,2152876,3,1,1
401,6513,2154473,3,1,1
402,6513,2165448,3,1,1
403,6513,2187457,3,1,1
404,6513,2198510,3,1,1
405,6513,2222504,3,1,1
406,6513,2223292,3,1,1
407,6513,2229861,3,1,1
408,6513,2230862,3,1,1
409,6513,2235895,3,1,1
410,6513,2240541,3,1,1
411,6513,2253075,3,1,1
412,6513,2257915,3,1,1
413,6513,2308392,3,1,1
414,6513,2351580,3,1,1
415,6513,2352063,3,1,1
416,6513,2353999,3,1,1
417,6513,2354494,3,1,1
418,6513,2361455,3,1,1
419,6513,2361836,3,1,1
420,6513,2362461,3,1,1
421,6513,2366332,3,1,1
422,6513,2367289,3,1,1
423,6513,2368972,3,1,1
424,6513,2371921,3,1,1
425,6513,2371975,3,1,1
426,6513,2372510,3,1,1
427,6513,2374643,3,1,1
428,6513,2375401,3,1,1
429,6513,2376021,3,1,1
430,6513,2377060,3,1,1
431,6513,2379534,3,1,1
432,6513,2380369,3,1,1
433,6513,2381722,3,1,1
434,6513,2382184,3,1,1
435,6513,2382285,3,1,1
436,6513,2383895,3,1,1
437,6513,2385293,3,1,1
438,6513,2387554,3,1,1
439,6513,2391977,3,1,1
440,6513,2396400,3,1,1
441,6513,2396502,3,1,1
442,6513,2396762,3,1,1
443,6513,2403475,3,1,1
444,6513,2403690,3,1,1
445,6513,2405599,1,1,1
446,6513,2410227,3,1,1
447,6513,2410356,3,1,1
448,6513,2413045,1,1,1
449,6513,2413850,3,1,1
450,6513,2415615,3,1,1
451,6513,2417404,3,1,1
452,6513,2421410,3,1,1
453,6513,2421414,3,1,1
454,6513,2421429,3,1,1
455,6513,2421430,3,1,1
456,6513,2422084,3,1,1
457,6513,2425247,3,1,1
458,6513,2428286,3,1,1
459,6513,2431537,3,1,1
460,6513,2437595,3,1,1
461,6513,2437741,3,1,1
462,6513,2449595,3,1,1
463,6513,2450476,1,1,1
464,6513,2457985,3,1,1
465,6513,2461855,3,1,1
466,6513,2465625,1,1,1
467,6513,2467523,1,1,1
468,6513,2470273,3,1,1
469,6513,2504624,3,1,1
470,6513,2551848,3,1,1
471,6513,2564851,3,1,1
472,6513,2576345,3,1,1
473,6513,2615551,3,1,1
474,6513,2619228,3,1,1
475,6513,2621271,3,1,1
476,6513,2625665,3,1,1
477,6513,2625876,3,1,1
478,6513,2626738,3,1,1
479,6513,2627507,3,1,1
480,6513,2631953,3,1,1
481,6513,2632714,3,1,1
482,6513,2635299,3,1,1
483,6513,2636252,3,1,1
484,6513,2643348,3,1,1
485,6513,2643354,3,1,1
486,6513,2650298,3,1,1
487,6513,2651849,3,1,1
488,6513,2678251,3,1,1
489,6513,2688172,3,1,1
490,6514,748430,2,1,1
491,6514,909357,2,1,1
492,6514,987349,2,1,1
493,6514,1062475,2,3,3
494,6514,1069275,2,1,1
495,6514,2572947,2,1,1
496,6515,386365,1,2,2
497,6515,393911,1,1,1
498,6515,404965,1,1,1
499,6515,422035,1,1,1
500,6515,430028,1,3,3
501,6515,440738,1,1,1
502,27557,440738,20,1,1
503,27578,440738,1,1,1
504,6515,456501,1,1,1
505,6515,460471,1,1,1
506,6515,483712,1,1,1
507,6515,494852,1,1,1
508,6515,533384,1,4,4
509,6515,553868,1,1,1
510,6515,568781,1,1,1
511,6515,583315,1,3,3
512,6515,596230,1,1,1
513,6515,619854,1,4,4
514,6515,626130,1,1,1
515,6515,666661,1,1,1
516,6515,673042,1,9,9
517,6515,692831,1,4,4
518,6515,717418,1,3,3
519,6515,733296,1,4,4
520,6515,738315,1,1,1
521,6515,738316,1,3,3
522,6515,753406,1,1,1
523,27557,753406,20,1,1
524,27578,753406,1,1,1
525,6515,754217,1,1,1
526,6515,803698,1,1,1
527,6515,871973,1,1,1
528,6515,871974,1,3,3
529,6515,891559,1,4,4
530,6515,897249,1,1,1
531,6515,1808765,1,1,1
532,6515,1814315,1,1,1
533,6515,1817166,1,1,1
534,6515,1822729,1,1,1
535,6515,1822744,1,1,1
536,6515,1822747,1,1,1
537,6515,1825682,1,1,1
538,6515,1828516,1,1,1
539,6515,1828517,1,1,1
540,6515,1831654,1,1,1
541,6515,1839563,1,1,1
542,6515,1848691,1,1,1
543,6515,1848738,1,1,1
544,6515,1848941,1,1,1
545,6515,1873043,1,1,1
546,27557,1873043,20,1,1
547,27578,1873043,1,1,1
548,6515,1910571,1,1,1
549,6515,2008127,1,1,1
550,6515,2011608,1,1,1
551,6515,2273392,1,1,1
552,6515,2621449,1,1,1
553,11283,4127,12,2,2
554,11283,10481,9,1,1
555,11283,12573,3,3,3
556,11283,21748,3,2,2
557,11283,41628,3,1,1
558,11283,44286,3,1,1
559,11283,95693,3,1,1
560,11283,141307,3,2,2
561,11283,169735,3,13,13
562,11283,169867,9,8,8
563,11283,190299,5,1,1
564,11283,194272,5,8,8
565,11283,235762,5,1,1
566,11283,254386,5,2,2
567,11283,307197,5,1,1
568,11283,340795,9,1,1
569,11283,399390,9,1,1
570,11283,414248,3,2,2
571,11283,436266,9,40,40
572,11283,460756,9,1,1
573,11283,470421,5,1,1
574,11283,494609,5,8,8
575,11283,494705,3,8,8
576,11283,543531,3,1,1
577,11283,554544,3,4,4
578,11283,576302,3,1,1
579,11283,635042,3,1,1
580,11283,644949,3,1,1
581,11283,660129,3,1,1
582,11283,668928,3,1,1
583,11283,709771,3,3,3
584,11283,727781,3,1,1
585,11283,729306,3,1,1
586,11283,731580,3,1,1
587,11283,737540,3,2,2
588,11283,756659,9,1,1
589,11283,777438,3,2,2
590,11283,779956,3,1,1
591,27556,779956,21,1,1
592,27578,779956,42,1,1
593,11283,780827,3,1,1
594,11283,781681,3,1,1
595,11283,799343,3,1,1
596,11283,841431,3,2,2
597,11283,849042,3,1,1
598,11283,852802,3,1,1
599,11283,869504,3,1,1
600,11283,876685,9,1,1
601,11283,899233,3,1,1
602,11283,1048126,5,1,1
603,11283,1079499,5,1,1
604,11283,1094731,5,1,1
605,11283,1102299,5,3,3
606,11283,1108177,5,1,1
607,11283,1113409,5,1,1
608,11283,1122320,5,1,1
609,11283,1146980,5,1,1
610,11283,1162485,5,1,1
611,11283,1165289,5,1,1
612,11283,1175174,5,1,1
613,11283,1200369,5,1,1
614,11283,1203754,5,1,1
615,11283,1216229,5,1,1
616,11283,1220550,5,1,1
617,11283,1224032,5,11,11
618,11283,1224397,5,2,2
619,11283,1229889,3,1,1
620,11283,1246733,5,1,1
621,11283,1270753,5,1,1
622,11283,1273497,5,1,1
623,11283,1278879,2,1,1
624,11286,1278879,2,1,1
625,11283,1285563,5,1,1
626,11283,1358607,5,1,1
627,11283,1362494,5,1,1
628,11283,1382451,5,1,1
629,11283,1412651,5,1,1
630,11283,1414760,5,1,1
631,11283,1415616,5,2,2
632,11283,1423481,5,1,1
633,11283,1424298,5,1,1
634,11283,1433997,5,1,1
635,11283,1445665,9,1,1
636,11283,1495228,9,1,1
637,11283,1566039,5,1,1
638,11283,1603360,5,1,1
639,11283,1736404,9,1,1
640,11283,1743477,3,1,1
641,11283,1744608,9,1,1
642,11283,1757695,3,1,1
643,11283,1825575,3,1,1
644,11283,1828463,3,1,1
645,11283,1835674,3,1,1
646,11283,1854332,3,1,1
647,11283,1918555,6,1,1
648,11283,1947110,3,1,1
649,11283,2064971,3,1,1
650,11283,2079679,3,1,1
651,11283,2088341,3,1,1
652,11283,2088699,3,1,1
653,11283,2097139,9,1,1
654,11283,2100827,3,1,1
655,11283,2100834,3,1,1
656,11283,2109527,3,1,1
657,11283,2174614,3,1,1
658,11283,2188385,3,1,1
659,11283,2193608,3,1,1
660,11283,2229148,9,1,1
661,11283,2236076,3,1,1
662,11283,2241578,3,1,1
663,11283,2255190,3,1,1
664,11283,2265442,3,1,1
665,11283,2357080,5,1,1
666,11283,2559217,5,1,1
667,11285,1278880,1,2,2
668,11286,24248,6,431,431
669,11286,54605,6,14,14
670,11286,388942,6,2,2
671,11288,23686,9,2,2
672,11288,62381,9,2437,2437
673,11288,86456,9,290408,290401
674,21765,86456,6,290399,286828
675,21991,86456,3,288763,288118
676,28271,86456,1,290446,290446
677,11288,119881,9,737,737
678,21765,119881,6,737,737
679,21991,119881,3,734,733
680,11288,139608,9,968,968
681,21991,139608,3,964,964
682,11288,154138,9,9665,9665
683,28271,154138,1,9669,9669
684,11288,171942,9,1,1
685,11288,172085,9,4354,4354
686,11288,192678,9,1,1
687,11288,194273,4,56,56
688,11288,202525,9,2220,2220
689,21991,202525,3,2106,2072
690,28271,202525,1,2220,2220
691,11288,223240,9,411,411
692,28271,223240,1,411,411
693,11288,238143,9,196,196
694,21765,238143,6,2,2
695,11288,252857,9,139,139
696,21991,252857,3,139,139
697,28271,252857,1,139,139
698,11288,317350,9,20,20
699,28271,317350,1,20,20
700,11288,322245,3,1,1
701,11288,328934,3,1,1
702,11288,341746,3,1,1
703,11288,366945,3,3,3
704,11288,384093,3,2,2
705,11288,387092,9,1,1
706,11288,405305,3,3,3
707,11288,424006,9,1,1
708,11288,427515,3,1,1
709,11288,441525,3,2,2
710,11288,445182,3,1,1
711,11288,449259,3,15,15
712,11288,460970,3,5,5
713,11288,466397,3,1,1
714,11288,466634,9,2,2
715,11288,475083,3,2,2
716,11288,479268,9,1,1
717,11288,500996,3,2,2
718,11288,505999,3,1,1
719,11288,513687,3,1,1
720,11288,520681,3,24,24
721,11288,529353,3,1,1
722,11288,576291,3,1,1
723,11288,596404,3,1,1
724,11288,638566,3,1,1
725,11288,785272,9,2,2
726,11288,822854,9,530759,530716
727,21633,822854,9,532028,531938
728,11288,1789552,3,1,1
729,11288,1789553,3,1,1
730,11288,1791575,3,1,1
731,11288,1825217,3,1,1
732,11288,1831642,3,1,1
733,11288,1831744,3,1,1
734,11288,1839372,3,1,1
735,11289,1194576,8,1,1
736,11289,2502255,8,1,1
737,11292,194263,5,48,48
738,11292,595103,5,1,1
739,11292,876628,3,1,1
740,11292,911276,3,1,1
741,11292,921655,3,1,1
742,11292,935724,3,1,1
743,11292,946106,3,1,1
744,11292,958859,3,1,1
745,11292,965353,5,1145,1145
746,11292,972182,3,2,2
747,11292,974432,3,1,1
748,11292,976630,3,1,1
749,11292,980701,3,1,1
750,11292,981870,3,1,1
751,11292,985723,3,1,1
752,11292,989786,3,1,1
753,11292,1007371,3,1,1
754,11292,1008715,3,1,1
755,11292,1012380,3,1,1
756,11292,1013201,3,1,1
757,11292,1016630,3,1,1
758,11292,1022065,3,1,1
759,11292,1025337,3,1,1
760,11292,1026835,3,1,1
761,11292,1027397,3,1,1
762,11292,1037150,3,1,1
763,11292,1039523,3,1,1
764,11292,1042104,3,2,2
765,11292,1043011,3,1,1
766,11292,1047168,3,1,1
767,11292,1048723,3,1,1
768,11292,1054152,3,1,1
769,11292,1065930,3,1,1
770,11292,1085315,3,1,1
771,11292,1091322,3,1,1
772,11292,1107025,3,1,1
773,11292,1200856,3,1,1
774,11292,1210797,5,2,2
775,11292,2066597,3,1,1
776,11292,2268655,3,1,1
777,11292,2290314,3,1,1
778,11292,2299070,3,1,1
779,11292,2319229,3,1,1
780,11292,2332357,3,1,1
781,11292,2338634,3,1,1
782,11292,2338637,3,1,1
783,11292,2338642,3,1,1
784,11292,2338693,3,1,1
785,11292,2338694,3,1,1
786,11292,2338776,3,1,1
787,11292,2341163,3,1,1
788,11292,2342810,3,1,1
789,11292,2360816,3,1,1
790,11292,2364502,3,1,1
791,11292,2369185,3,1,1
792,11292,2375380,3,1,1
793,11292,2375385,3,1,1
794,11292,2375696,3,1,1
795,11292,2392605,3,1,1
796,11292,2402383,3,1,1
797,11292,2411575,3,1,1
798,11292,2413643,3,1,1
799,11292,2417688,3,1,1
800,11292,2428164,3,1,1
801,11292,2428168,3,1,1
802,11292,2430483,3,1,1
803,11292,2433842,3,1,1
804,11292,2437710,3,1,1
805,11292,2437932,3,1,1
806,11292,2443051,3,1,1
807,11292,2445763,3,1,1
808,11292,2457812,3,1,1
809,11292,2459534,3,1,1
810,11292,2493800,3,1,1
811,11292,2512618,3,1,1
812,11292,2611906,5,1,1
813,11295,479580,2,1,1
814,11295,1432911,2,1,1
815,21633,26728,1,7,7
816,21633,94377,1,4,4
817,21633,205935,1,1,1
818,21633,335746,7,2,2
819,21633,469250,9,2,2
820,21633,493423,1,1,1
821,21633,526570,1,1,1
822,21633,548676,9,5,5
823,21633,572201,1,82,82
824,21633,605334,1,1,1
825,21633,664057,9,1,1
826,21633,697981,9,1,1
827,21633,1003220,9,44,44
828,21633,1237044,1,3,3
829,21633,1364727,1,2,2
830,21633,1379068,1,1,1
831,21633,1388379,1,1,1
832,21633,1389559,1,1,1
833,21633,1396608,1,1,1
834,21633,1953620,1,1,1
835,21633,1963886,1,1,1
836,21633,1964451,1,1,1
837,21633,1973274,1,1,1
838,21633,1974435,1,1,1
839,21633,1979136,1,1,1
840,21633,1986034,1,1,1
841,21633,1999218,1,1,1
842,21633,2032865,1,1,1
843,21633,2075343,9,1,1
844,21633,2078890,9,1,1
845,21633,2144552,3,1,1
846,21633,2422971,9,1,1
847,21633,2675486,1,1,1
848,21634,24209,1,1,1
849,21634,699714,8,2,2
850,21634,1530784,8,1,1
851,21634,2158917,8,1,1
852,21634,2289253,8,1,1
853,21635,442762,1,1,1
854,28150,442762,3,15,15
855,21635,442839,1,1,1
856,21635,474064,1,1,1
857,21635,613612,1,1,1
858,21635,1454086,1,1,1
859,21717,74228,6,2,2
860,21717,77547,3,1,1
861,21717,80475,6,1,1
862,21717,103369,3,1,1
863,21717,127311,1,1,1
864,21717,128950,6,1,1
865,21717,131831,3,3,3
866,21717,151372,6,1,1
867,21717,152156,6,2,2
868,21717,153903,2,2,2
869,21717,154722,6,1,1
870,21717,160760,6,1,1
871,21717,171601,3,2,2
872,21717,195156,6,1,1
873,21717,196755,3,1,1
874,21717,206411,6,1,1
875,21717,211158,3,1,1
876,21717,214733,3,1,1
877,21717,215619,3,1,1
878,21717,215629,3,3,3
879,21717,216153,3,2,2
880,21717,218601,3,1,1
881,21717,227178,3,1,1
882,21717,228606,3,1,1
883,21717,230084,3,1,1
884,21717,232993,3,1,1
885,21717,233571,3,1,1
886,21717,234488,3,1,1
887,21717,235996,3,1,1
888,21717,236059,3,4,4
889,21717,236297,6,1,1
890,21717,237818,3,1,1
891,21717,238508,3,2,2
892,21717,239582,3,1,1
893,21717,239720,6,2,2
894,21717,240079,3,1,1
895,21717,241238,3,16,16
896,21717,243324,3,1,1
897,21717,243496,3,1,1
898,21717,246963,3,2,2
899,21717,248600,3,3,3
900,21717,248612,3,2,2
901,21717,248629,3,1,1
902,21717,249554,3,1,1
903,21717,249555,6,1,1
904,21717,249805,3,2,2
905,21717,250947,3,2,2
906,21717,253999,6,1,1
907,21717,255149,6,1,1
908,21717,255708,3,1,1
909,21717,256442,6,1,1
910,21717,257789,3,1,1
911,21717,257802,3,1,1
912,21717,257812,3,1,1
913,21717,259974,3,1,1
914,21717,261190,3,1,1
915,21717,262914,6,1,1
916,21717,263076,3,44,44
917,21717,263364,3,1,1
918,21717,263365,3,1,1
919,21717,264450,3,1,1
920,21717,267298,6,1,1
921,21717,267299,6,1,1
922,21717,267609,6,1,1
923,21717,268963,3,1,1
924,21717,269327,6,3,3
925,21717,271799,6,1,1
926,21717,272327,6,1,1
927,21717,273051,3,2,2
928,21717,275057,3,1,1
929,21717,276093,2,2,2
930,21717,276946,6,1,1
931,21717,279675,3,1,1
932,21717,281117,3,1,1
933,21717,282516,6,1,1
934,21717,285374,3,1,1
935,21717,287096,3,6,6
936,21717,287466,6,1,1
937,21717,288790,3,3,3
938,21717,288866,6,1,1
939,21717,288984,3,1,1
940,21717,289655,6,1,1
941,21717,292746,6,1,1
942,21717,293547,6,1,1
943,21717,293789,6,1,1
944,21717,294727,6,2,2
945,21717,295311,6,1,1
946,21717,296102,6,1,1
947,21717,297770,6,1,1
948,21717,299016,6,1,1
949,21717,299131,6,1,1
950,21717,300178,6,2,2
951,21717,301242,6,1,1
952,27570,301242,7,2,2
953,27578,301242,42,2,2
954,21717,302674,6,1,1
955,21717,306974,6,1,1
956,21717,307019,6,1,1
957,21717,312337,3,1,1
958,21717,312442,4,2,2
