P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p).1,min_rec_length,breakpoints,recombinant
parent_1,parent_0,ERR10383001_NC_045512:0,3,22,22,0.001739130588,0,-2.7597,0.00348,0.003475237,1207,0-1929 & 28331-28696,ERR10383001
parent_1,parent_0,ERR10425418_NC_045512:0,89,3,3,0.000716674898,0,-3.1447,0.00143,0.001432836,3,20055-21302 & 21305-21617,ERR10425418
parent_1,parent_0,ERR10426893_NC_045512:0,20,3,3,0.011857708916,0,-1.926,0.02357,0.02357481,3,17039-20283 & 20286-22598,ERR10426893
parent_0,parent_1,ERR10427736_NC_045512:0,8,14,14,2.8145236e-05,0,-4.5506,6e-05,5.628968e-05,7528,7528-14929 & 28682-29903,ERR10427736
parent_1,parent_0,ERR10428510_NC_045512:0,5,18,17,0.003298761323,0,-2.4816,0.00659,0.006586641,2866,0-1625 & 26305-27037,ERR10428510
parent_0,parent_1,ERR10481476_NC_045512:0,23,27,26,1e-11,0,-10.9813,0.0,2.088053e-11,6299,20235-22014 & 28313-29903,ERR10481476
parent_0,parent_1,ERR10504369_NC_045512:0,5,8,8,0.004662005231,0,-2.3314,0.0093,0.009302276,4746,13712-23626 & 28372-29903,ERR10504369
parent_1,parent_0,ERR10559415_NC_045512:0,8,23,22,3.0549934e-05,0,-4.515,6e-05,6.109894e-05,10323,10323-12158 & 28694-29903,ERR10559415
parent_1,parent_0,ERR10618774_NC_045512:0,10,8,7,0.003907857463,0,-2.4081,0.0078,0.007800444,3078,186-7526 & 22600-27011,ERR10618774
parent_1,parent_0,ERR10771086_NC_045512:0,3,11,11,0.010989011265,0,-1.959,0.02186,0.02185726,6398,0-3239 & 22619-23505,ERR10771086
parent_0,parent_1,ERR10777582_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,1546,22001-27808 & 29354-29903,ERR10777582
parent_1,parent_0,ERR10804812_NC_045512:0,31,6,4,0.008132798597,0,-2.0898,0.0162,0.01619945,4,26275-26489 & 26493-28092,ERR10804812
parent_1,parent_0,ERR10825679_NC_045512:0,6,6,6,0.007575758267,0,-2.1206,0.01509,0.01509412,3931,20148-24440 & 28371-29565,ERR10825679
parent_0,parent_1,ERR10839848_NC_045512:0,21,21,20,1.601e-09,0,-8.7955,0.0,3.202926e-09,5769,20476-21808 & 27577-29903,ERR10839848
parent_1,parent_0,ERR10911672_NC_045512:0,3,22,22,0.001739130588,0,-2.7597,0.00348,0.003475237,2023,0-2591 & 25158-27880,ERR10911672
parent_1,parent_0,ERR10931828_NC_045512:0,6,8,8,0.002331002848,0,-2.6325,0.00466,0.004656572,8886,0-705 & 10766-21017,ERR10931828
parent_1,parent_0,ERR10933961_NC_045512:0,45,5,3,0.024424662814,0,-1.6122,0.04825,0.04825276,3,19326-21302 & 21305-21809,ERR10933961
parent_1,parent_0,ERR4332924_NC_045512:0,13,4,4,0.005882353522,0,-2.2304,0.01173,0.0117301,4,26527-26719 & 26723-28390,ERR4332924
parent_1,parent_0,ERR4598232_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,4901,0-1910 & 11196-25002,ERR4598232
parent_1,parent_0,ERR4642224_NC_045512:0,37,4,3,0.014624269679,0,-1.8349,0.02903,0.02903467,3,16176-21302 & 21305-23041,ERR4642224
parent_1,parent_0,ERR4667229_NC_045512:0,7,5,5,0.010101011023,0,-1.9956,0.0201,0.02009999,156,6927-21140 & 21296-24333,ERR4667229
parent_0,parent_1,ERR4758732_NC_045512:0,4,14,14,0.00163398718,0,-2.7868,0.00327,0.003265304,4291,4291-9800 & 28000-29903,ERR4758732
parent_1,parent_0,ERR4759486_NC_045512:0,3,15,15,0.004901961423,0,-2.3096,0.00978,0.009779894,1023,0-2506 & 25911-28880,ERR4759486
parent_1,parent_0,ERR4759554_NC_045512:0,48,3,3,0.002352941083,0,-2.6284,0.0047,0.004700346,3,445-909 & 912-3801,ERR4759554
parent_0,parent_1,ERR4760005_NC_045512:0,6,6,6,0.007575758267,0,-2.1206,0.01509,0.01509412,4307,19983-25060 & 29367-29903,ERR4760005
parent_1,parent_0,ERR4786984_NC_045512:0,5,24,24,5.0524199e-05,0,-4.2965,0.0001,0.0001010458,1960,0-1985 & 27221-27943,ERR4786984
parent_0,parent_1,ERR4803482_NC_045512:0,6,6,6,0.007575758267,0,-2.1206,0.01509,0.01509412,2418,21614-26949 & 29367-29903,ERR4803482
parent_1,parent_0,ERR4848361_NC_045512:0,14,3,3,0.02205882594,0,-1.6564,0.04363,0.04363106,3,11533-21041 & 21044-21613,ERR4848361
parent_1,parent_0,ERR4877000_NC_045512:0,3,14,14,0.005882353522,0,-2.2304,0.01173,0.0117301,2866,0-5113 & 25727-27037,ERR4877000
parent_1,parent_0,ERR4989513_NC_045512:0,3,8,8,0.024242425337,0,-1.6154,0.0479,0.04789716,1023,0-10321 & 25568-28880,ERR4989513
parent_1,parent_0,ERR5054963_NC_045512:0,3,8,8,0.024242425337,0,-1.6154,0.0479,0.04789716,2866,0-17613 & 25661-27037,ERR5054963
parent_1,parent_0,ERR5072673_NC_045512:0,4,14,13,0.022549023852,0,-1.6469,0.04459,0.04458959,2866,0-5113 & 25727-27037,ERR5072673
parent_1,parent_0,ERR5181396_NC_045512:0,4,10,10,0.004995005671,0,-2.3015,0.00997,0.009965061,3416,0-2483 & 21647-26487,ERR5181396
parent_1,parent_0,ERR5220706_NC_045512:0,6,42,42,5.70427e-07,0,-6.2438,0.0,1.140854e-06,1023,0-443 & 28698-28880,ERR5220706
parent_1,parent_0,ERR5224687_NC_045512:0,24,3,3,0.0085470099,0,-2.0682,0.01702,0.01702097,3,25970-27970 & 27973-28110,ERR5224687
parent_0,parent_1,ERR5238288_NC_045512:0,13,35,34,3.172e-09,0,-8.4986,0.0,6.344329e-09,7728,7728-13174 & 29219-29903,ERR5238288
parent_1,parent_0,ERR5238292_NC_045512:0,7,7,7,0.002331002383,0,-2.6325,0.00466,0.004656571,3434,2473-17863 & 21297-28092,ERR5238292
parent_1,parent_0,ERR5304348_NC_045512:0,15,25,25,3.98e-10,0,-9.4004,0.0,7.955186e-10,1932,0-911 & 25971-27971,ERR5304348
parent_1,parent_0,ERR5331405_NC_045512:0,13,6,5,0.00866136048,0,-2.0624,0.01725,0.0172477,7,21846-26486 & 26493-26935,ERR5331405
parent_1,parent_0,ERR5335042_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3,26488-26490 & 26493-26525,ERR5335042
parent_1,parent_0,ERR5339353_NC_045512:0,5,8,8,0.004662005231,0,-2.3314,0.0093,0.009302276,2866,0-2451 & 18132-27037,ERR5339353
parent_1,parent_0,ERR5378963_NC_045512:0,7,4,4,0.024242429063,0,-1.6154,0.0479,0.04789716,5,1643-21300 & 21305-23425,ERR5378963
parent_1,parent_0,ERR5381053_NC_045512:0,4,10,10,0.004995005671,0,-2.3015,0.00997,0.009965061,3416,0-2483 & 18999-26487,ERR5381053
parent_1,parent_0,ERR5395571_NC_045512:0,66,3,3,0.001278772485,0,-2.8932,0.00256,0.00255591,3,19220-21302 & 21305-21617,ERR5395571
parent_1,parent_0,ERR5452671_NC_045512:0,17,5,4,0.01359459199,0,-1.8666,0.027,0.02700437,4,7042-7055 & 7059-8602,ERR5452671
parent_1,parent_0,ERR5458848_NC_045512:0,8,4,4,0.018181821331,0,-1.7404,0.03603,0.03603306,4,17799-26719 & 26723-27058,ERR5458848
parent_1,parent_0,ERR5458865_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,3190,0-3325 & 21856-26713,ERR5458865
parent_1,parent_0,ERR5458932_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,3190,0-3325 & 21856-26713,ERR5458932
parent_1,parent_0,ERR5480457_NC_045512:0,3,11,11,0.010989011265,0,-1.959,0.02186,0.02185726,2866,0-679 & 24005-27037,ERR5480457
parent_0,parent_1,ERR5553633_NC_045512:0,5,5,5,0.023809526116,0,-1.6232,0.04705,0.04705216,5,26416-28236 & 28241-29903,ERR5553633
parent_1,parent_0,ERR5671796_NC_045512:0,3,10,10,0.013986015692,0,-1.8543,0.02778,0.02777642,2522,0-7841 & 22714-27381,ERR5671796
parent_1,parent_0,ERR5672255_NC_045512:0,14,3,3,0.02205882594,0,-1.6564,0.04363,0.04363106,3,27513-28880 & 28883-29685,ERR5672255
parent_1,parent_0,ERR5676478_NC_045512:0,8,4,4,0.018181821331,0,-1.7404,0.03603,0.03603306,4,22161-27381 & 27385-28876,ERR5676478
parent_1,parent_0,ERR5685683_NC_045512:0,3,10,10,0.013986015692,0,-1.8543,0.02778,0.02777642,2522,0-5363 & 25438-27381,ERR5685683
parent_1,parent_0,ERR5700552_NC_045512:0,4,19,19,0.000564652844,0,-3.2482,0.00113,0.001128987,1659,0-693 & 26409-28244,ERR5700552
parent_0,parent_1,ERR5743634_NC_045512:0,5,5,5,0.023809526116,0,-1.6232,0.04705,0.04705216,6,25690-28244 & 28250-29903,ERR5743634
parent_1,parent_0,ERR5749673_NC_045512:0,3,8,8,0.024242425337,0,-1.6154,0.0479,0.04789716,1659,0-2451 & 27578-28244,ERR5749673
parent_1,parent_0,ERR5764829_NC_045512:0,3,13,13,0.007142857648,0,-2.1461,0.01423,0.01423469,3413,0-6334 & 25483-26490,ERR5764829
parent_1,parent_0,ERR5765975_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3,16260-21302 & 21305-24180,ERR5765975
parent_1,parent_0,ERR5772416_NC_045512:0,3,15,15,0.004901961423,0,-2.3096,0.00978,0.009779894,2522,0-2451 & 21659-27381,ERR5772416
parent_1,parent_0,ERR5926261_NC_045512:0,3,11,11,0.010989011265,0,-1.959,0.02186,0.02185726,1023,0-2145 & 23558-28880,ERR5926261
parent_1,parent_0,ERR5957351_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3,19263-21293 & 21296-27505,ERR5957351
parent_1,parent_0,ERR5989382_NC_045512:0,18,4,4,0.002597403014,0,-2.5855,0.00519,0.00518806,4,25782-26489 & 26493-28094,ERR5989382
parent_1,parent_0,ERR5990028_NC_045512:0,3,13,13,0.007142857648,0,-2.1461,0.01423,0.01423469,1023,0-2648 & 23482-28880,ERR5990028
parent_1,parent_0,ERR6010077_NC_045512:0,3,33,33,0.000560224173,0,-3.2516,0.00112,0.001120134,912,912-1265 & 28917-29903,ERR6010077
parent_0,parent_1,ERR6101447_NC_045512:0,11,6,6,0.000969618792,0,-3.0134,0.00194,0.001938297,38,28095-28879 & 28917-29707,ERR6101447
parent_1,parent_0,ERR6260892_NC_045512:0,15,5,4,0.018446851522,0,-1.7341,0.03655,0.03655342,4,14724-21292 & 21296-21675,ERR6260892
parent_1,parent_0,ERR6309043_NC_045512:0,9,6,6,0.001998002408,0,-2.6994,0.00399,0.003992013,6,17939-22028 & 22034-26414,ERR6309043
parent_1,parent_0,ERR6314644_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,2866,0-10868 & 24929-27037,ERR6314644
parent_1,parent_0,ERR6319867_NC_045512:0,3,9,9,0.018181819469,0,-1.7404,0.03603,0.03603306,912,912-5390 & 24781-29903,ERR6319867
parent_1,parent_0,ERR6333468_NC_045512:0,4,8,8,0.010101011023,0,-1.9956,0.0201,0.02009999,2029,0-524 & 22052-27874,ERR6333468
parent_1,parent_0,ERR6380511_NC_045512:0,9,4,4,0.013986015692,0,-1.8543,0.02778,0.02777642,4,6408-21302 & 21306-25002,ERR6380511
parent_1,parent_0,ERR6385679_NC_045512:0,3,8,8,0.024242425337,0,-1.6154,0.0479,0.04789716,4901,0-1963 & 18745-25002,ERR6385679
parent_1,parent_0,ERR6394041_NC_045512:0,18,3,3,0.014285716228,0,-1.8451,0.02837,0.02836735,3,24208-26490 & 26493-27565,ERR6394041
parent_1,parent_0,ERR6405162_NC_045512:0,16,4,4,0.003508772235,0,-2.4548,0.00701,0.007005233,5,11109-21300 & 21305-22623,ERR6405162
parent_1,parent_0,ERR6427219_NC_045512:0,9,7,7,0.000874125864,0,-3.0584,0.00175,0.001747488,9,21520-22025 & 22034-23817,ERR6427219
parent_1,parent_0,ERR6435944_NC_045512:0,11,9,9,7.1445604e-05,0,-4.146,0.00014,0.0001428861,1933,22021-22025 & 23958-25002,ERR6435944
parent_0,parent_1,ERR6451662_NC_045512:0,14,23,22,8.2691e-08,0,-7.0825,0.0,1.653817e-07,11201,11201-11416 & 28917-29903,ERR6451662
parent_1,parent_0,ERR6453413_NC_045512:0,12,4,4,0.007142858114,0,-2.1461,0.01423,0.0142347,4,26058-27580 & 27584-27609,ERR6453413
parent_0,parent_1,ERR6454891_NC_045512:0,4,13,13,0.002100840677,0,-2.6776,0.0042,0.004197268,7830,7851-21431 & 29261-29903,ERR6454891
parent_1,parent_0,ERR6456252_NC_045512:0,3,12,12,0.008791209199,0,-2.056,0.01751,0.01750513,2866,0-2334 & 18000-27037,ERR6456252
parent_0,parent_1,ERR6479685_NC_045512:0,5,5,5,0.023809526116,0,-1.6232,0.04705,0.04705216,9172,10642-17038 & 26210-29903,ERR6479685
parent_1,parent_0,ERR6482421_NC_045512:0,4,9,9,0.006993007846,0,-2.1553,0.01394,0.01393711,11414,0-5627 & 17041-18114,ERR6482421
parent_1,parent_0,ERR6485346_NC_045512:0,6,5,5,0.015151516534,0,-1.8195,0.03007,0.03007346,2153,1469-15275 & 17428-21156,ERR6485346
parent_0,parent_1,ERR6486365_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,9170-22025 & 22034-29903,ERR6486365
parent_1,parent_0,ERR6486533_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,18756-22025 & 22034-28530,ERR6486533
parent_0,parent_1,ERR6487075_NC_045512:0,9,7,7,0.000874125864,0,-3.0584,0.00175,0.001747488,9,14008-22025 & 22034-29474,ERR6487075
parent_0,parent_1,ERR6488290_NC_045512:0,8,7,7,0.001398601336,0,-2.8543,0.0028,0.002795247,9,19884-22025 & 22034-25664,ERR6488290
parent_0,parent_1,ERR6491075_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,18529-22025 & 22034-29903,ERR6491075
parent_1,parent_0,ERR6491292_NC_045512:0,15,6,6,0.000294854806,0,-3.5304,0.00059,0.0005896227,6,17302-22028 & 22034-22226,ERR6491292
parent_1,parent_0,ERR6491383_NC_045512:0,13,6,6,0.000515995955,0,-3.2874,0.00103,0.001031726,6,21387-22028 & 22034-25830,ERR6491383
parent_0,parent_1,ERR6491957_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9,20080-22025 & 22034-29903,ERR6491957
parent_1,parent_0,ERR6491994_NC_045512:0,8,6,6,0.002997003496,0,-2.5233,0.00599,0.005985025,6,18888-22028 & 22034-23611,ERR6491994
parent_0,parent_1,ERR6492835_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,19670-22025 & 22034-29903,ERR6492835
parent_0,parent_1,ERR6494788_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,9969-22025 & 22034-29903,ERR6494788
parent_0,parent_1,ERR6495233_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,21516-22025 & 22034-29903,ERR6495233
parent_1,parent_0,ERR6495467_NC_045512:0,4,8,8,0.010101011023,0,-1.9956,0.0201,0.02009999,10,8541-22025 & 22035-25664,ERR6495467
parent_0,parent_1,ERR6495659_NC_045512:0,12,8,7,0.001817893237,0,-2.7404,0.00363,0.003632482,9,21845-22025 & 22034-27073,ERR6495659
parent_0,parent_1,ERR6515877_NC_045512:0,5,12,11,0.013089853339,0,-1.8831,0.02601,0.02600836,7851,7851-10263 & 18534-29903,ERR6515877
parent_1,parent_0,ERR6526623_NC_045512:0,3,8,8,0.024242425337,0,-1.6154,0.0479,0.04789716,4290,0-7193 & 21996-25613,ERR6526623
parent_1,parent_0,ERR6529223_NC_045512:0,7,4,4,0.024242429063,0,-1.6154,0.0479,0.04789716,5,17964-21300 & 21305-21994,ERR6529223
parent_1,parent_0,ERR6529242_NC_045512:0,3,17,17,0.003508772235,0,-2.4548,0.00701,0.007005233,2023,0-2534 & 27490-27880,ERR6529242
parent_1,parent_0,ERR6531440_NC_045512:0,14,3,3,0.02205882594,0,-1.6564,0.04363,0.04363106,3,18744-20262 & 20265-22243,ERR6531440
parent_0,parent_1,ERR6557788_NC_045512:0,7,8,8,0.001243201434,0,-2.9055,0.00248,0.002484857,4105,13501-23423 & 27528-29903,ERR6557788
parent_1,parent_0,ERR6558171_NC_045512:0,4,6,6,0.023809526116,0,-1.6232,0.04705,0.04705216,4816,9943-17038 & 21854-28312,ERR6558171
parent_1,parent_0,ERR6568434_NC_045512:0,7,4,4,0.024242429063,0,-1.6154,0.0479,0.04789716,5,19549-23954 & 23959-29678,ERR6568434
parent_1,parent_0,ERR6569478_NC_045512:0,6,14,12,0.022445822135,0,-1.6489,0.04439,0.04438783,1545,1181-7849 & 27740-29539,ERR6569478
parent_1,parent_0,ERR6571390_NC_045512:0,10,4,4,0.010989012197,0,-1.959,0.02186,0.02185727,4,27604-27617 & 27621-28145,ERR6571390
parent_0,parent_1,ERR6572774_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,21057-22025 & 22034-29903,ERR6572774
parent_1,parent_0,ERR6573605_NC_045512:0,13,8,8,6.8799462e-05,0,-4.1624,0.00014,0.0001375942,10,17278-22024 & 22034-27280,ERR6573605
parent_1,parent_0,ERR6598739_NC_045512:0,4,14,14,0.00163398718,0,-2.7868,0.00327,0.003265304,2029,0-1385 & 22073-27874,ERR6598739
parent_1,parent_0,ERR6600389_NC_045512:0,4,23,23,0.000284900336,0,-3.5453,0.00057,0.0005697195,1049,0-3483 & 28008-28854,ERR6600389
parent_1,parent_0,ERR6605369_NC_045512:0,3,14,14,0.005882353522,0,-2.2304,0.01173,0.0117301,1624,0-3444 & 24209-28279,ERR6605369
parent_1,parent_0,ERR6605939_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3,7851-8139 & 8142-11571,ERR6605939
parent_1,parent_0,ERR6609891_NC_045512:0,6,5,5,0.015151516534,0,-1.8195,0.03007,0.03007346,7941,6349-8108 & 25484-28311,ERR6609891
parent_1,parent_0,ERR6619260_NC_045512:0,13,5,5,0.00163398718,0,-2.7868,0.00327,0.003265304,10,26111-27873 & 27883-29084,ERR6619260
parent_1,parent_0,ERR6620571_NC_045512:0,8,6,6,0.002997003496,0,-2.5233,0.00599,0.005985025,6,9598-22028 & 22034-22397,ERR6620571
parent_0,parent_1,ERR6622206_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9,19542-22025 & 22034-29903,ERR6622206
parent_0,parent_1,ERR6622251_NC_045512:0,9,6,6,0.001998002408,0,-2.6994,0.00399,0.003992013,6,19359-22028 & 22034-22898,ERR6622251
parent_1,parent_0,ERR6624317_NC_045512:0,11,6,5,0.014301875606,0,-1.8446,0.0284,0.02839921,6983,9521-11557 & 22866-25165,ERR6624317
parent_1,parent_0,ERR6629362_NC_045512:0,19,7,7,3.0404382e-05,0,-4.5171,6e-05,6.080784e-05,9,20603-22025 & 22034-22590,ERR6629362
parent_1,parent_0,ERR6631463_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,8758-22025 & 22034-23041,ERR6631463
parent_0,parent_1,ERR6632261_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,20820-22025 & 22034-29903,ERR6632261
parent_1,parent_0,ERR6634211_NC_045512:0,10,6,6,0.001373626641,0,-2.8621,0.00275,0.002745366,6,19857-22028 & 22034-26414,ERR6634211
parent_0,parent_1,ERR6634589_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9,17302-22025 & 22034-29903,ERR6634589
parent_1,parent_0,ERR6634771_NC_045512:0,9,7,7,0.000874125864,0,-3.0584,0.00175,0.001747488,9,15273-22025 & 22034-24180,ERR6634771
parent_1,parent_0,ERR6640912_NC_045512:0,3,8,8,0.024242425337,0,-1.6154,0.0479,0.04789716,3413,0-7641 & 23611-26490,ERR6640912
parent_1,parent_0,ERR6643654_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,2248,0-6882 & 17042-27655,ERR6643654
parent_1,parent_0,ERR6649245_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3,1191-5702 & 5705-7850,ERR6649245
parent_0,parent_1,ERR6655421_NC_045512:0,6,20,20,3.0404386e-05,0,-4.5171,6e-05,6.080785e-05,7712,7712-9855 & 28300-29903,ERR6655421
parent_1,parent_0,ERR6658517_NC_045512:0,3,16,16,0.004127967637,0,-2.3843,0.00824,0.008238895,2338,0-1451 & 25436-27565,ERR6658517
parent_1,parent_0,ERR6659999_NC_045512:0,4,17,16,0.013533838093,0,-1.8686,0.02688,0.02688451,2522,0-6406 & 25518-27280,ERR6659999
parent_1,parent_0,ERR6660623_NC_045512:0,3,10,10,0.013986015692,0,-1.8543,0.02778,0.02777642,2522,0-2483 & 20263-27381,ERR6660623
parent_1,parent_0,ERR6685184_NC_045512:0,3,13,13,0.007142857648,0,-2.1461,0.01423,0.01423469,2523,0-2288 & 20992-27380,ERR6685184
parent_1,parent_0,ERR6697815_NC_045512:0,18,3,3,0.014285716228,0,-1.8451,0.02837,0.02836735,3,526-909 & 912-5313,ERR6697815
parent_1,parent_0,ERR6699085_NC_045512:0,7,5,5,0.010101011023,0,-1.9956,0.0201,0.02009999,6,18744-23953 & 23959-28298,ERR6699085
parent_1,parent_0,ERR6701229_NC_045512:0,3,11,11,0.010989011265,0,-1.959,0.02186,0.02185726,1659,0-5029 & 25832-28244,ERR6701229
parent_1,parent_0,ERR6702609_NC_045512:0,6,7,7,0.004079254344,0,-2.3894,0.00814,0.008141868,9,19780-22025 & 22034-25251,ERR6702609
parent_1,parent_0,ERR6718845_NC_045512:0,3,10,10,0.013986015692,0,-1.8543,0.02778,0.02777642,8767,0-4056 & 19964-21136,ERR6718845
parent_0,parent_1,ERR6720173_NC_045512:0,63,3,3,0.001398601453,0,-2.8543,0.0028,0.002795247,3,21846-21993 & 21996-22476,ERR6720173
parent_1,parent_0,ERR6726672_NC_045512:0,3,8,8,0.024242425337,0,-1.6154,0.0479,0.04789716,3413,0-4454 & 9522-26490,ERR6726672
parent_1,parent_0,ERR6738145_NC_045512:0,21,3,3,0.010869566351,0,-1.9638,0.02162,0.02162099,3,25621-27879 & 27882-27882,ERR6738145
parent_1,parent_0,ERR6755638_NC_045512:0,11,4,4,0.00879121013,0,-2.056,0.01751,0.01750513,5,23755-23954 & 23959-26064,ERR6755638
parent_0,parent_1,ERR6756319_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9,16992-22025 & 22034-24297,ERR6756319
parent_1,parent_0,ERR6757274_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9,3264-22025 & 22034-26121,ERR6757274
parent_1,parent_0,ERR6757288_NC_045512:0,26,6,6,2.9795008e-05,0,-4.5259,6e-05,5.958913e-05,6,20532-22028 & 22034-22935,ERR6757288
parent_1,parent_0,ERR6757351_NC_045512:0,7,4,4,0.024242429063,0,-1.6154,0.0479,0.04789716,5,18744-23954 & 23959-28298,ERR6757351
parent_0,parent_1,ERR6758419_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9,19989-22025 & 22034-29903,ERR6758419
parent_1,parent_0,ERR6758523_NC_045512:0,6,39,36,0.006604003254,0,-2.1802,0.01316,0.01316439,509,509-1306 & 28917-29903,ERR6758523
parent_1,parent_0,ERR6758564_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9,9610-22025 & 22034-24501,ERR6758564
parent_1,parent_0,ERR6758858_NC_045512:0,14,6,6,0.000386996951,0,-3.4123,0.00077,0.0007738441,8,21045-22026 & 22034-23708,ERR6758858
parent_1,parent_0,ERR6760184_NC_045512:0,9,42,37,0.003532083938,0,-2.452,0.00705,0.007051692,518,518-2163 & 27875-29903,ERR6760184
