P_name,Q_name,C_name,m,n,k,p,HS?,log10(p),DS(p),DS(p).1,min_rec_length,breakpoints,recombinant
SRR16499858_NC_045512:0,ERR7521902_NC_045512:0,SRR21317915_NC_045512:0,20,7,7,2.3647852e-05,0,-4.6262,5e-05,4.729514e-05,7253.0,2704-4204 & 11457-17235,SRR21317915
ERR7051140_NC_045512:0,ERR7040521_NC_045512:0,ERR7049463_NC_045512:0,8,7,6,0.017560219392,0,-1.7555,0.03481,0.03481208,7311.0,1419-5513 & 12824-17721,ERR7049463
ERR9132575_NC_045512:0,ERR12750946_NC_045512:0,ERR9077528_NC_045512:0,11,6,6,0.000969618734,0,-3.0134,0.00194,0.001938297,502.0,25241-27381 & 27883-28203,ERR9077528
ERR7091805_NC_045512:0,ERR6830272_NC_045512:0,SRR17267640_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,21255-22025 & 22034-29903,SRR17267640
ERR10983613_NC_045512:0,node_618908_NC_045512:0,ERR12254932_NC_045512:0,38,7,4,0.010493477806,0,-1.9791,0.02088,0.02087684,1674.0,11674-11954 & 13628-15008,ERR12254932
ERR7232760_NC_045512:0,SRR17378862_NC_045512:0,node_234364_NC_045512:0,16,11,7,0.014806838706,0,-1.8295,0.02939,0.02939443,7.0,18395-21363 & 22035-24999,node_234364
SRR17878143_NC_045512:0,SRR15160251_NC_045512:0,SRR15230480_NC_045512:0,3,9,9,0.018181819469,0,-1.7404,0.03603,0.03603306,8781.0,0-6079 & 15097-21122,SRR15230480
SRR14399166_NC_045512:0,SRR14378321_NC_045512:0,SRR16734491_NC_045512:0,3,10,10,0.013986015692,0,-1.8543,0.02778,0.02777642,3332.0,2305-7930 & 28875-28876,SRR16734491
ERR13011374_NC_045512:0,ERR13051547_NC_045512:0,ERR13041352_NC_045512:0,17,18,17,1.27601e-07,0,-6.8941,0.0,2.552028e-07,10638.0,0-1625 & 16617-19265,ERR13041352
SRR15920527_NC_045512:0,SRR17352864_NC_045512:0,SRR16384086_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3.0,23114-26490 & 26493-27396,SRR16384086
SRR19931558_NC_045512:0,SRR15391634_NC_045512:0,node_182812_NC_045512:0,7,11,11,0.000251382648,0,-3.5997,0.0005,0.0005027021,7878.0,0-3907 & 17123-22025,node_182812
SRR15708593_NC_045512:0,ERR4759554_NC_045512:0,SRR16530987_NC_045512:0,46,3,3,0.002551020356,0,-2.5933,0.0051,0.005095533,3.0,664-909 & 912-3694,SRR16530987
ERR4437216_NC_045512:0,SRR16166476_NC_045512:0,SRR15515316_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,7590.0,19488-21293 & 28883-29903,SRR15515316
ERR5175948_NC_045512:0,ERR5339236_NC_045512:0,ERR5339353_NC_045512:0,5,8,8,0.004662005231,0,-2.3314,0.0093,0.009302276,2866.0,0-2451 & 18132-27037,ERR5339353
SRR16571709_NC_045512:0,ERR6492325_NC_045512:0,SRR17134150_NC_045512:0,17,6,6,0.000178311398,0,-3.7488,0.00036,0.000356591,6.0,20181-22028 & 22034-24779,SRR17134150
SRR15391855_NC_045512:0,SRR16284461_NC_045512:0,node_189698_NC_045512:0,7,8,7,0.01538461633,0,-1.8129,0.03053,0.03053255,9.0,15652-22025 & 22034-24619,node_189698
SRR15225232_NC_045512:0,ERR6491956_NC_045512:0,SRR15894473_NC_045512:0,7,7,7,0.002331002383,0,-2.6325,0.00466,0.004656571,9.0,12741-22025 & 22034-24129,SRR15894473
SRR17330843_NC_045512:0,SRR15518829_NC_045512:0,SRR20263943_NC_045512:0,8,7,7,0.001398601453,0,-2.8543,0.0028,0.002795247,9.0,18761-22025 & 22034-23265,SRR20263943
ERR12258714_NC_045512:0,SRR23373075_NC_045512:0,SRR23373140_NC_045512:0,3,36,36,0.000437684677,0,-3.3588,0.00088,0.0008751778,688.0,688-688 & 28313-29903,SRR23373140
SRR26123285_NC_045512:0,SRR26075997_NC_045512:0,SRR25955693_NC_045512:0,7,10,10,0.000411353394,0,-3.3858,0.00082,0.0008225376,9579.0,0-1283 & 10862-13832,SRR25955693
SRR14393907_NC_045512:0,ERR4697754_NC_045512:0,SRR15842050_NC_045512:0,35,3,3,0.004267425276,0,-2.3698,0.00852,0.00851664,3.0,24914-27863 & 27866-27971,SRR15842050
ERR12841172_NC_045512:0,ERR6492325_NC_045512:0,ERR7375837_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6.0,20181-22028 & 22034-24779,ERR7375837
SRR20935813_NC_045512:0,SRR20116236_NC_045512:0,SRR20917576_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,11071-22025 & 22034-26619,SRR20917576
SRR16727405_NC_045512:0,ERR13160882_NC_045512:0,node_345049_NC_045512:0,12,7,6,0.004306581337,0,-2.3659,0.00859,0.008594616,12.0,18412-21293 & 21305-23030,node_345049
ERR8144872_NC_045512:0,ERR9622628_NC_045512:0,node_739269_NC_045512:0,11,24,18,0.019451815635,0,-1.711,0.03853,0.03852526,12383.0,10798-11748 & 24131-25623,node_739269
SRR20226724_NC_045512:0,ERR7469112_NC_045512:0,ERR8185895_NC_045512:0,3,19,19,0.002597402781,0,-2.5855,0.00519,0.005188059,509.0,509-4286 & 29687-29903,ERR8185895
SRR19255911_NC_045512:0,SRR15391634_NC_045512:0,SRR21266469_NC_045512:0,4,9,9,0.006993007846,0,-2.1553,0.01394,0.01393711,11.0,18618-22024 & 22035-29903,SRR21266469
SRR19816913_NC_045512:0,SRR18483481_NC_045512:0,SRR18247850_NC_045512:0,4,10,10,0.004995005671,0,-2.3015,0.00997,0.009965061,19.0,9967-22086 & 22105-26133,SRR18247850
ERR7206991_NC_045512:0,ERR11853316_NC_045512:0,ERR7307926_NC_045512:0,21,3,3,0.01086956542,0,-1.9638,0.02162,0.02162098,3.0,25217-26490 & 26493-28076,ERR7307926
ERR6592379_NC_045512:0,ERR13131464_NC_045512:0,SRR15708310_NC_045512:0,4,15,15,0.001289989916,0,-2.8894,0.00258,0.002578316,2388.0,0-4317 & 25935-27515,SRR15708310
ERR10805755_NC_045512:0,SRR23055305_NC_045512:0,ERR10804812_NC_045512:0,42,6,4,0.003612269182,0,-2.4422,0.00721,0.00721149,4.0,23031-25633 & 26493-27914,ERR10804812
SRR19931969_NC_045512:0,SRR15200045_NC_045512:0,SRR20249562_NC_045512:0,12,6,6,0.000700280187,0,-3.1547,0.0014,0.00140007,6.0,14902-22028 & 22034-22479,SRR20249562
SRR16838930_NC_045512:0,ERR6531885_NC_045512:0,ERR6605369_NC_045512:0,3,14,14,0.005882353522,0,-2.2304,0.01173,0.0117301,1624.0,0-3444 & 24209-28279,ERR6605369
ERR11755609_NC_045512:0,SRR16787785_NC_045512:0,ERR8199715_NC_045512:0,8,9,8,0.005306459032,0,-2.2752,0.01058,0.01058476,10416.0,3476-7849 & 18265-21994,ERR8199715
ERR7547842_NC_045512:0,ERR8187981_NC_045512:0,ERR7742605_NC_045512:0,11,4,4,0.008791209199,0,-2.056,0.01751,0.01750513,4.0,24386-26489 & 26493-27577,ERR7742605
ERR11822460_NC_045512:0,ERR5648166_NC_045512:0,ERR5671796_NC_045512:0,3,10,10,0.013986015692,0,-1.8543,0.02778,0.02777642,2522.0,0-7982 & 22714-27381,ERR5671796
ERR6572774_NC_045512:0,ERR6862834_NC_045512:0,ERR7307607_NC_045512:0,9,6,6,0.001998002175,0,-2.6994,0.00399,0.003992012,8061.0,183-7457 & 20678-22025,ERR7307607
ERR7790648_NC_045512:0,ERR6601033_NC_045512:0,ERR7932034_NC_045512:0,17,3,3,0.015789475292,0,-1.8016,0.03133,0.03132964,3.0,1555-3683 & 3686-9390,ERR7932034
ERR6129312_NC_045512:0,ERR6840960_NC_045512:0,ERR6998487_NC_045512:0,5,5,5,0.023809526116,0,-1.6232,0.04705,0.04705216,9209.0,0-2334 & 11543-17330,ERR6998487
ERR10385907_NC_045512:0,ERR12979441_NC_045512:0,ERR13046667_NC_045512:0,5,9,9,0.002997003496,0,-2.5233,0.00599,0.005985025,11757.0,12310-16614 & 28371-29526,ERR13046667
ERR6600389_NC_045512:0,SRR19294164_NC_045512:0,SRR20938013_NC_045512:0,5,22,21,0.001622693031,0,-2.7898,0.00324,0.003242753,1856.0,0-1818 & 27613-28047,SRR20938013
SRR15629270_NC_045512:0,SRR16237438_NC_045512:0,node_189044_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,16080-22025 & 22034-29705,node_189044
ERR7443540_NC_045512:0,SRR17400197_NC_045512:0,ERR7495974_NC_045512:0,26,3,3,0.007389163133,0,-2.1314,0.01472,0.01472373,3.0,17802-21302 & 21305-21341,ERR7495974
ERR6223118_NC_045512:0,ERR6605289_NC_045512:0,ERR7009611_NC_045512:0,6,6,6,0.007575758733,0,-2.1206,0.01509,0.01509413,6.0,8179-22028 & 22034-25903,ERR7009611
ERR11343376_NC_045512:0,SRR25643336_NC_045512:0,SRR26415647_NC_045512:0,3,15,15,0.004901961423,0,-2.3096,0.00978,0.009779894,1659.0,0-1464 & 23600-28244,SRR26415647
ERR6605369_NC_045512:0,SRR15555337_NC_045512:0,SRR16838930_NC_045512:0,3,13,13,0.007142857648,0,-2.1461,0.01423,0.01423469,1624.0,0-3444 & 24209-28279,SRR16838930
ERR11760413_NC_045512:0,SRR14897243_NC_045512:0,SRR14811969_NC_045512:0,4,21,21,0.000395256997,0,-3.4031,0.00079,0.0007903578,3207.0,1548-2108 & 27464-28244,SRR14811969
ERR7540529_NC_045512:0,ERR11742306_NC_045512:0,ERR7762283_NC_045512:0,14,3,3,0.02205882594,0,-1.6564,0.04363,0.04363106,3.0,16242-21302 & 21305-22226,ERR7762283
SRR23319161_NC_045512:0,SRR22296028_NC_045512:0,SRR21889419_NC_045512:0,6,8,8,0.002331002615,0,-2.6325,0.00466,0.004656572,4481.0,0-5505 & 16617-25422,SRR21889419
ERR12898132_NC_045512:0,SRR18925651_NC_045512:0,ERR12901016_NC_045512:0,21,3,3,0.01086956542,0,-1.9638,0.02162,0.02162098,3.0,10135-22252 & 22255-22672,ERR12901016
SRR27366131_NC_045512:0,SRR27353959_NC_045512:0,SRR27387213_NC_045512:0,9,27,27,1.06221e-07,0,-6.9738,0.0,2.124422e-07,5835.0,5835-11748 & 29387-29903,SRR27387213
ERR7320404_NC_045512:0,ERR11826237_NC_045512:0,node_188439_NC_045512:0,5,12,11,0.013089852408,0,-1.8831,0.02601,0.02600836,9161.0,8074-8604 & 25122-28816,node_188439
SRR13373852_NC_045512:0,SRR17363986_NC_045512:0,SRR18821035_NC_045512:0,16,3,3,0.017543861642,0,-1.7559,0.03478,0.03477994,3.0,24978-27381 & 27384-28250,SRR18821035
ERR6816117_NC_045512:0,ERR6453413_NC_045512:0,ERR7166458_NC_045512:0,14,4,4,0.004901961423,0,-2.3096,0.00978,0.009779894,4.0,26058-27580 & 27584-27609,ERR7166458
ERR6836733_NC_045512:0,ERR6466588_NC_045512:0,node_189685_NC_045512:0,3,9,9,0.018181819469,0,-1.7404,0.03603,0.03603306,568.0,14599-21466 & 22034-25776,node_189685
ERR9821533_NC_045512:0,ERR12982208_NC_045512:0,ERR9940303_NC_045512:0,7,15,15,4.6908728e-05,0,-4.3287,9e-05,9.381526e-05,7085.0,12175-22302 & 29387-29903,ERR9940303
node_680243_NC_045512:0,ERR10109588_NC_045512:0,node_680244_NC_045512:0,64,5,3,0.012770372443,0,-1.8938,0.02538,0.02537766,188.0,25537-25667 & 25855-26274,node_680244
ERR11755864_NC_045512:0,SRR16351054_NC_045512:0,SRR16381044_NC_045512:0,8,14,13,0.000528505014,0,-3.277,0.00106,0.001056731,7878.0,0-6350 & 19544-22025,SRR16381044
SRR20262037_NC_045512:0,SRR16221743_NC_045512:0,SRR20178822_NC_045512:0,20,7,7,2.3647852e-05,0,-4.6262,5e-05,4.729514e-05,9.0,19975-22025 & 22034-22935,SRR20178822
ERR6112499_NC_045512:0,SRR17234997_NC_045512:0,node_189945_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9.0,14178-22025 & 22034-24450,node_189945
ERR7236446_NC_045512:0,ERR6605289_NC_045512:0,ERR7238940_NC_045512:0,11,6,6,0.000969618734,0,-3.0134,0.00194,0.001938297,6.0,10993-22028 & 22034-22263,ERR7238940
SRR16067566_NC_045512:0,ERR6598739_NC_045512:0,SRR17060468_NC_045512:0,24,3,3,0.008547008969,0,-2.0682,0.01702,0.01702097,3.0,27875-27880 & 27883-28072,SRR17060468
SRR18247849_NC_045512:0,ERR8031321_NC_045512:0,SRR19842579_NC_045512:0,5,10,9,0.023643024266,0,-1.6263,0.04673,0.04672706,14.0,13592-22021 & 22035-24957,SRR19842579
SRR15391719_NC_045512:0,SRR15363194_NC_045512:0,node_189861_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,9.0,17674-22025 & 22034-27919,node_189861
ERR7515520_NC_045512:0,ERR11763821_NC_045512:0,ERR7442740_NC_045512:0,16,3,3,0.017543861642,0,-1.7559,0.03478,0.03477994,3.0,27516-27673 & 27676-29737,ERR7442740
SRR20940284_NC_045512:0,SRR15391719_NC_045512:0,SRR20186719_NC_045512:0,6,8,8,0.002331002615,0,-2.6325,0.00466,0.004656572,10.0,0-22024 & 22034-23069,SRR20186719
ERR5190650_NC_045512:0,ERR9233651_NC_045512:0,ERR9234072_NC_045512:0,3,9,9,0.018181819469,0,-1.7404,0.03603,0.03603306,3022.0,0-876 & 25456-26881,ERR9234072
ERR12781803_NC_045512:0,ERR13054211_NC_045512:0,ERR13040343_NC_045512:0,5,17,16,0.004025214817,0,-2.3952,0.00803,0.008034227,165.0,0-1625 & 28331-29738,ERR13040343
ERR10740115_NC_045512:0,ERR10000246_NC_045512:0,ERR10933396_NC_045512:0,27,3,3,0.006896552164,0,-2.1614,0.01375,0.01374554,3.0,3604-5702 & 5705-11749,ERR10933396
SRR16527271_NC_045512:0,ERR7707661_NC_045512:0,SRR16606235_NC_045512:0,15,7,7,9.3817434e-05,0,-4.0277,0.00019,0.0001876261,9.0,21249-22025 & 22034-22996,SRR16606235
ERR6476052_NC_045512:0,ERR6529403_NC_045512:0,ERR6557788_NC_045512:0,7,8,8,0.001243201434,0,-2.9055,0.00248,0.002484857,4105.0,13501-23423 & 27528-29903,ERR6557788
SRR17165894_NC_045512:0,ERR13286783_NC_045512:0,SRR17368798_NC_045512:0,26,3,3,0.007389163133,0,-2.1314,0.01472,0.01472373,3.0,2509-3683 & 3686-4753,SRR17368798
ERR6931107_NC_045512:0,ERR6650168_NC_045512:0,ERR7028215_NC_045512:0,7,11,11,0.000251382648,0,-3.5997,0.0005,0.0005027021,7014.0,4516-10868 & 23040-27405,ERR7028215
SRR15199972_NC_045512:0,SRR16307266_NC_045512:0,node_189069_NC_045512:0,8,8,7,0.009401709773,0,-2.0268,0.01872,0.01871503,9.0,11827-14875 & 22034-23524,node_189069
SRR16829171_NC_045512:0,SRR16527342_NC_045512:0,SRR16829172_NC_045512:0,3,8,8,0.024242425337,0,-1.6154,0.0479,0.04789716,10.0,4534-22024 & 22034-27911,SRR16829172
ERR6657372_NC_045512:0,ERR7237438_NC_045512:0,ERR7154038_NC_045512:0,15,7,7,9.3817434e-05,0,-4.0277,0.00019,0.0001876261,9.0,18831-22025 & 22034-27609,ERR7154038
SRR16245591_NC_045512:0,ERR11754059_NC_045512:0,SRR16245594_NC_045512:0,17,8,8,1.6642398e-05,0,-4.7788,3e-05,3.328452e-05,10.0,21372-22025 & 22035-29520,SRR16245594
ERR6148731_NC_045512:0,ERR6771419_NC_045512:0,node_49080_NC_045512:0,5,5,5,0.023809526116,0,-1.6232,0.04705,0.04705216,2416.0,11595-25467 & 27883-29903,node_49080
SRR20228294_NC_045512:0,SRR15891527_NC_045512:0,SRR16221863_NC_045512:0,3,13,13,0.007142857648,0,-2.1461,0.01423,0.01423469,2286.0,0-2356 & 21763-27617,SRR16221863
ERR6331868_NC_045512:0,ERR6322711_NC_045512:0,ERR6451662_NC_045512:0,14,23,22,8.2691e-08,0,-7.0825,0.0,1.653817e-07,11201.0,11201-11416 & 28917-29903,ERR6451662
ERR11795518_NC_045512:0,ERR7792017_NC_045512:0,node_519650_NC_045512:0,4,14,13,0.022549023852,0,-1.6469,0.04459,0.04458959,6605.0,5924-15508 & 22113-23663,node_519650
ERR6585554_NC_045512:0,ERR12840515_NC_045512:0,ERR6656122_NC_045512:0,19,4,4,0.002258611377,0,-2.6462,0.00451,0.004512121,4.0,20404-27380 & 27384-28966,ERR6656122
ERR6522615_NC_045512:0,ERR6112499_NC_045512:0,ERR6758564_NC_045512:0,5,7,7,0.007575758267,0,-2.1206,0.01509,0.01509412,9.0,9610-22025 & 22034-24501,ERR6758564
SRR19277383_NC_045512:0,ERR13153313_NC_045512:0,SRR20259302_NC_045512:0,12,7,7,0.000257997948,0,-3.5884,0.00052,0.0005159293,9.0,19260-22025 & 22034-25468,SRR20259302
SRR15818867_NC_045512:0,SRR16834680_NC_045512:0,node_189440_NC_045512:0,5,6,6,0.012987014838,0,-1.8865,0.02581,0.02580537,9.0,18366-22025 & 22034-23281,node_189440
ERR10081417_NC_045512:0,ERR12973221_NC_045512:0,ERR9934474_NC_045512:0,16,3,3,0.017543861642,0,-1.7559,0.03478,0.03477994,3.0,26172-27037 & 27040-28329,ERR9934474
ERR6331873_NC_045512:0,SRR16898333_NC_045512:0,node_51425_NC_045512:0,7,5,5,0.010101011023,0,-1.9956,0.0201,0.02009999,5856.0,4540-15449 & 21305-22594,node_51425
ERR8541113_NC_045512:0,ERR8640466_NC_045512:0,ERR8487500_NC_045512:0,4,7,7,0.015151516534,0,-1.8195,0.03007,0.03007346,8598.0,0-1819 & 10417-16808,ERR8487500
SRR14312655_NC_045512:0,ERR11823501_NC_045512:0,SRR16620947_NC_045512:0,37,9,8,1.512186e-06,0,-5.8204,0.0,3.02437e-06,8811.0,379-1057 & 9868-14402,SRR16620947
ERR13128941_NC_045512:0,SRR23318645_NC_045512:0,SRR23730562_NC_045512:0,4,27,26,0.003845543135,0,-2.415,0.00768,0.007676298,1207.0,0-1929 & 27742-28696,SRR23730562
ERR6931518_NC_045512:0,ERR6601033_NC_045512:0,ERR7283773_NC_045512:0,16,3,3,0.017543861642,0,-1.7559,0.03478,0.03477994,3.0,1555-3683 & 3686-7850,ERR7283773
SRR29023076_NC_045512:0,ERR5174309_NC_045512:0,node_434628_NC_045512:0,11,9,7,0.01024053432,0,-1.9897,0.02038,0.0203762,5720.0,4582-17613 & 25569-28094,node_434628
SRR16782118_NC_045512:0,SRR16829649_NC_045512:0,SRR16884218_NC_045512:0,22,5,5,0.000284900307,0,-3.5453,0.00057,0.0005697194,5.0,11716-15854 & 15859-15865,SRR16884218
SRR16973545_NC_045512:0,ERR11755558_NC_045512:0,SRR21319437_NC_045512:0,26,3,3,0.007389163133,0,-2.1314,0.01472,0.01472373,3.0,26253-27381 & 27384-28208,SRR21319437
SRR19319894_NC_045512:0,ERR13322628_NC_045512:0,SRR27240204_NC_045512:0,5,59,58,4.1445284e-05,0,-4.3825,8e-05,8.288885e-05,178.0,0-2780 & 27811-29725,SRR27240204
ERR12853497_NC_045512:0,ERR6760619_NC_045512:0,ERR8256185_NC_045512:0,14,8,8,4.6908721e-05,0,-4.3287,9e-05,9.381524e-05,1164.0,17193-22028 & 23192-25623,ERR8256185
SRR28294656_NC_045512:0,ERR12862680_NC_045512:0,SRR28589722_NC_045512:0,13,3,3,0.025000002235,0,-1.6021,0.04938,0.049375,3.0,18501-21425 & 21428-22087,SRR28589722
SRR15199972_NC_045512:0,SRR20258596_NC_045512:0,node_189079_NC_045512:0,7,8,7,0.01538461633,0,-1.8129,0.03053,0.03053255,9.0,17280-22025 & 22034-29903,node_189079
SRR15394972_NC_045512:0,ERR6484148_NC_045512:0,SRR16351303_NC_045512:0,31,4,3,0.020148968324,0,-1.6957,0.03989,0.03989196,3.0,186-506 & 509-2910,SRR16351303
SRR15983090_NC_045512:0,ERR11764426_NC_045512:0,SRR15983097_NC_045512:0,48,3,3,0.002352941083,0,-2.6284,0.0047,0.004700346,3.0,25354-26490 & 26493-27344,SRR15983097
SRR16884155_NC_045512:0,ERR6571500_NC_045512:0,SRR16884076_NC_045512:0,16,6,6,0.000227842349,0,-3.6424,0.00046,0.0004556328,6.0,22026-22028 & 22034-23727,SRR16884076
SRR27117901_NC_045512:0,ERR13077316_NC_045512:0,SRR29320158_NC_045512:0,9,8,8,0.000411353394,0,-3.3858,0.00082,0.0008225376,5565.0,14835-20008 & 25573-27740,SRR29320158
SRR21796083_NC_045512:0,SRR19722863_NC_045512:0,SRR21642040_NC_045512:0,10,26,25,1.380874e-06,0,-5.8598,0.0,2.761746e-06,2645.0,0-287 & 25522-27258,SRR21642040
ERR6378221_NC_045512:0,node_229118_NC_045512:0,node_189663_NC_045512:0,8,11,9,0.014328810386,0,-1.8438,0.02845,0.02845231,15.0,17733-22019 & 22034-24927,node_189663
SRR17135704_NC_045512:0,SRR17146264_NC_045512:0,SRR20250060_NC_045512:0,57,3,3,0.001694915118,0,-2.7709,0.00339,0.003386957,3.0,19220-21302 & 21305-21617,SRR20250060
SRR20179733_NC_045512:0,SRR16927546_NC_045512:0,SRR20227671_NC_045512:0,3,21,21,0.001976284897,0,-2.7042,0.00395,0.003948664,509.0,509-6634 & 29132-29903,SRR20227671
ERR10000182_NC_045512:0,SRR20277008_NC_045512:0,SRR19792010_NC_045512:0,4,6,6,0.023809526116,0,-1.6232,0.04705,0.04705216,1181.0,12747-19864 & 21045-29903,SRR19792010
ERR7239527_NC_045512:0,SRR15948690_NC_045512:0,node_188914_NC_045512:0,4,10,10,0.004995005671,0,-2.3015,0.00997,0.009965061,1253.0,12234-22025 & 23278-26872,node_188914
ERR9899378_NC_045512:0,ERR13163820_NC_045512:0,SRR15314696_NC_045512:0,30,7,5,0.00177534367,0,-2.7507,0.00355,0.003547535,237.0,20405-21991 & 22228-24782,SRR15314696
ERR7497034_NC_045512:0,ERR6626707_NC_045512:0,ERR8251978_NC_045512:0,9,7,7,0.000874125923,0,-3.0584,0.00175,0.001747488,9.0,8542-22025 & 22034-25304,ERR8251978
ERR11761851_NC_045512:0,ERR6776446_NC_045512:0,ERR7268636_NC_045512:0,5,11,10,0.017399270087,0,-1.7595,0.0345,0.03449581,2029.0,0-5390 & 26007-27874,ERR7268636
ERR6605582_NC_045512:0,ERR6598739_NC_045512:0,ERR6838290_NC_045512:0,18,3,3,0.014285715297,0,-1.8451,0.02837,0.02836735,3.0,27875-27880 & 27883-28177,ERR6838290
ERR6709461_NC_045512:0,ERR6438122_NC_045512:0,ERR6571997_NC_045512:0,6,8,8,0.002331002615,0,-2.6325,0.00466,0.004656572,10.0,21770-22025 & 22035-29903,ERR6571997
SRR16184577_NC_045512:0,SRR16883450_NC_045512:0,SRR20254757_NC_045512:0,21,7,6,0.000479713519,0,-3.319,0.00096,0.0009591969,6.0,19862-21784 & 22034-25272,SRR20254757
ERR5316952_NC_045512:0,ERR5458865_NC_045512:0,ERR5458848_NC_045512:0,8,4,4,0.018181819469,0,-1.7404,0.03603,0.03603306,4.0,17799-26719 & 26723-27058,ERR5458848
SRR20785542_NC_045512:0,ERR11747212_NC_045512:0,ERR9320652_NC_045512:0,5,6,6,0.012987014838,0,-1.8865,0.02581,0.02580537,9802.0,9802-17674 & 28436-29903,ERR9320652
ERR12880444_NC_045512:0,ERR13307113_NC_045512:0,node_488681_NC_045512:0,4,15,14,0.018833851442,0,-1.7251,0.03731,0.03731299,2648.0,13725-20416 & 23064-29903,node_488681
