usher_node,pango_counts,sc2ts_mrca,sc2ts_num_descendants,sc2ts_closest_recombinant,sc2ts_closest_recombinant_path_len,usher_num_descendants
node_180938,{'AY.4': 2},238065,612069,-1,2147483648,2
SRR21458174,{'BA.4': 1},1344976,1,1344977,1,1
SRR14228249,{'B.1.2': 1},139316,1,-1,2147483648,1
node_181444,{'AY.39': 3},360540,3,-1,2147483648,3
SRR18899072,{'BA.1.1.18': 1},925015,1,-1,2147483648,1
node_182026,{'AY.117': 1},771716,1,771717,1,1
ERR5458848,{'B.1.1.7': 1},143656,1,-1,2147483648,1
node_393444,{'B.1.1.7': 2},226007,2,-1,2147483648,2
node_484010,{'BA.1': 2},1049887,2,960706,1,2
ERR9704907,{'BA.2': 1},1216126,1,-1,2147483648,1
ERR6781253,{'AY.4': 1},499018,1,-1,2147483648,1
ERR7379837,{'AY.4': 1},696342,1,295320,4,1
SRR16153878,{'AY.3': 1},480411,1,-1,2147483648,1
node_431308,{'BA.1': 2},944903,2,-1,2147483648,2
node_411699,{'BA.1.15.2': 5},1153569,5,-1,2147483648,5
SRR21635493,{'BA.5.2': 1},1358501,1,1189192,11,1
ERR6491994,{'AY.124': 1},300771,1,295320,6,1
ERR9006251,{'BA.1.1': 1},1085614,1,-1,2147483648,1
node_505750,{'BA.1': 1},1162484,1,1162485,1,1
node_181295,{'AY.39': 3},872957,3,-1,2147483648,3
node_179940,{'AY.113': 5},744529,6,710835,1,5
SRR21737469,{'BA.5.2': 1},1376179,1,1189192,12,1
SRR16942676,{'AY.44': 1},685055,1,-1,2147483648,1
node_581098,{'BA.5': 2},1386626,2,1189192,2,2
node_72210,{'AY.4': 1},617681,1,-1,2147483648,1
node_437609,{'BA.1.1': 1},1186696,1,-1,2147483648,1
ERR6736334,{'AY.4': 1},469764,1,-1,2147483648,1
ERR5238288,{'B.1.177.9': 1},104753,1,104754,1,1
ERR6622251,{'AY.4': 1},431503,1,295320,3,1
node_172422,{'AY.100': 36},750022,36,-1,2147483648,36
node_392677,{'B.1.1.7': 4},201632,4,-1,2147483648,4
node_581670,{'BF.1': 1},1321669,1,1321670,1,1
SRR20918786,{'BA.5': 1},1305792,1,1305793,1,1
node_181068,{'AY.4': 4},425476,16,-1,2147483648,4
ERR7762283,{'AY.46.5': 1},868829,1,-1,2147483648,1
node_81189,{'AY.4': 2},350210,2,295320,8,2
node_539498,{'XBF.2': 2},1432462,2,1420385,2,2
node_210187,{'AY.43': 2},704840,2,-1,2147483648,2
ERR7045648,{'AY.4': 1},515865,1,-1,2147483648,1
node_572039,{'BA.5.2.1': 1},1428038,1,1428039,1,1
ERR5553633,{'B.1.1.7': 1},191382,1,191383,1,1
node_498574,{'BA.1': 2},791356,26221,-1,2147483648,2
SRR16706479,{'AY.100': 1},599994,1,-1,2147483648,1
ERR9338872,{'BA.1.1': 1},1133674,1,-1,2147483648,1
node_182363,{'AY.113': 1},827174,8,295320,7,1
ERR7041153,{'AY.4': 1},574418,1,-1,2147483648,1
SRR18776709,{'BA.1.1': 1},1153230,1,-1,2147483648,1
SRR15916211,{'AY.33': 1},417695,1,-1,2147483648,1
SRR20648399,{'BA.2.38': 1},1278586,1,-1,2147483648,1
ERR6738145,{'AY.4': 1},485657,1,-1,2147483648,1
SRR21370350,{'BA.5.1.2': 1},1340296,1,1189192,7,1
SRR21331931,{'AY.25.1': 1},786833,1,-1,2147483648,1
SRR21797150,{'BA.5.5': 1},1371618,1,1189192,7,1
ERR5398406,{'B.1.1.7': 1},136929,1,-1,2147483648,1
ERR5238292,{'B.1.1.7': 1},104423,1,-1,2147483648,1
ERR7561766,{'AY.25': 1},810583,1,-1,2147483648,1
node_68440,{'AY.4': 10},698387,10,-1,2147483648,10
node_218237,{'AY.39': 5},596219,8,-1,2147483648,5
SRR16733094,{'B.1.1.7': 1},246548,1,-1,2147483648,1
ERR5308878,{'B.1.1.7': 1},128741,1,-1,2147483648,1
ERR7305778,{'AY.4': 1},698138,1,698139,1,1
ERR7546370,{'AY.4': 1},804789,1,-1,2147483648,1
SRR21173296,{'AY.26': 1},685800,1,-1,2147483648,1
node_142024,{'AY.4': 3},439552,3,-1,2147483648,3
node_504685,{'BA.1.18': 1},2453925,1,1044332,4,1
node_431210,"{'BA.1.19': 2, 'BA.1.17': 1, 'BA.1': 1}",987426,863,-1,2147483648,4
ERR5352515,{'B.1.1.7': 1},142647,1,-1,2147483648,1
SRR17352440,{'AY.14': 1},748145,1,-1,2147483648,1
node_289291,{'AY.3': 2},620250,2,-1,2147483648,2
SRR15775745,{'AY.3': 1},424562,13,-1,2147483648,1
ERR5772416,{'B.1.1.7': 1},238418,1,-1,2147483648,1
SRR15189070,{'B.1.1.7': 1},321943,1,-1,2147483648,1
SRR17370608,{'AY.103': 1},862173,1,-1,2147483648,1
ERR7409291,{'AY.4': 1},736311,1,-1,2147483648,1
ERR6629362,{'AY.4': 1},402648,1,295320,4,1
node_212421,{'AY.120.1': 1},588487,1,510915,2,1
node_604211,{'BA.5.2': 2},1381342,2,1381343,1,2
node_543819,{'XBB.1.5': 1},1435037,1,1396207,8,1
SRR20573053,{'BA.2.12.1': 1},1214214,1,-1,2147483648,1
node_222968,{'AY.118': 1},716161,24,-1,2147483648,1
node_487122,{'BA.1.17.2': 1},882058,1,-1,2147483648,1
node_220048,{'AY.39': 2},641466,2,-1,2147483648,2
SRR21636338,{'BA.5.1.22': 1},1361326,1,1189192,6,1
node_177016,{'AY.100': 3},672894,3,-1,2147483648,3
SRR23209612,{'BQ.1.3.2': 1},1426661,1,1189192,14,1
SRR19223070,{'AY.3': 1},894320,1,894321,1,1
node_180635,"{'AY.39': 464, 'AY.107': 68, 'AY.119.2': 144, 'AY.4.2.2': 20, 'AY.4': 520, 'AY.20': 47, 'AY.119': 250, 'AY.126': 12, 'AY.100': 834, 'AY.116.1': 22, 'AY.39.1': 77, 'AY.4.2': 101, 'AY.118': 178, 'AY.117': 67, 'AY.129': 6, 'AY.120': 35, 'B.1.617.2': 47, 'AY.114': 51, 'AY.103': 10, 'AY.110': 27, 'AY.25': 1, 'AY.109': 9, 'AY.127': 2, 'AY.4.4': 7, 'AY.112': 5, 'AY.46.4': 1, 'AY.113': 40, 'AY.120.1': 17, 'AY.112.2': 15, 'AY.4.2.1': 25, 'AY.36': 37, 'AY.42': 17, 'AY.4.5': 1, 'AY.46.1': 1, 'AY.4.11': 2, 'AY.124': 4, 'AY.4.9': 2, 'AY.105': 3, 'AY.4.1': 2, 'AY.106': 2, 'AY.4.7': 5, 'AY.111': 3, 'AY.5': 1, 'AY.29': 4, 'AY.4.2.3': 2, 'AY.25.1': 1, 'AY.4.12': 1}",220185,1061795,-1,2147483648,3190
ERR8545176,{'BA.1.17.2': 1},1017034,1,-1,2147483648,1
SRR21797771,{'BA.5.3.1': 1},1375129,1,1375130,1,1
ERR6922419,{'AY.4': 1},572093,1,-1,2147483648,1
SRR16620947,{'B.1.526': 1},263781,1,263782,1,1
node_180647,{'AY.110': 7},330511,8,-1,2147483648,7
node_172546,{'AY.100': 6},685472,29,607303,3,6
node_576141,{'BE.1.1': 4},1390547,4,1189192,7,4
ERR9023957,{'BA.1.1': 1},1091729,1,-1,2147483648,1
SRR15921545,{'AY.25': 1},475206,1,-1,2147483648,1
SRR20953902,{'AY.119': 1},743713,1,-1,2147483648,1
ERR7518217,{'AY.34.2': 1},783448,1,-1,2147483648,1
node_483525,{'BA.1.1.18': 2},1071541,2,-1,2147483648,2
node_409301,{'B.1.1': 3},125722,3,125722,0,3
node_122026,{'AY.4': 1},873885,1,-1,2147483648,1
ERR6557788,{'AY.122': 1},413358,1,413359,1,1
ERR7240684,{'AY.4': 1},611140,1,-1,2147483648,1
node_505727,"{'BA.1.1': 1, 'BA.1': 1}",220139,708356,-1,2147483648,2
SRR17235074,{'B.1.617.2': 1},613141,1,295320,4,1
SRR15628757,{'AY.20': 1},395078,1,295320,8,1
SRR20394561,{'BA.1.1': 1},1075065,1,-1,2147483648,1
node_299337,{'AY.44': 2},537726,2,-1,2147483648,2
ERR7347899,{'AY.4': 1},712523,1,-1,2147483648,1
ERR7004412,{'AY.4': 1},533037,1,-1,2147483648,1
SRR16241133,{'AY.25': 1},537572,1,-1,2147483648,1
node_175182,{'AY.100': 3},542598,3,526313,1,3
node_600480,"{'XBD': 30, 'XBR': 1, 'BA.2.75': 5}",1291791,7182,-1,2147483648,36
SRR17861166,{'B.1.1.7': 1},242879,1,-1,2147483648,1
ERR7245663,{'AY.4': 1},637273,1,295320,4,1
node_36537,{'B.1.177': 4},71793,4,-1,2147483648,4
node_174666,{'AY.100': 7},220139,708356,-1,2147483648,7
ERR9005943,{'BA.1.1': 1},1085529,1,-1,2147483648,1
SRR20246692,{'AY.100': 1},669990,1,669991,1,1
node_181776,{'AY.100': 2},648058,13,-1,2147483648,2
node_296597,{'AY.44': 2},854203,2,854204,1,2
SRR16245962,{'AY.3': 1},510660,1,-1,2147483648,1
SRR21369695,{'BA.5.2.1': 1},1339212,1,1189192,8,1
ERR9615540,{'BA.2': 1},1189437,1,-1,2147483648,1
SRR20258400,{'AY.100': 1},652453,1,-1,2147483648,1
node_470048,{'BA.1.13.1': 1},897189,1,-1,2147483648,1
SRR20682810,{'BA.2': 1},1294442,1,1294443,1,1
SRR19933528,{'AY.100': 1},771638,1,607303,3,1
node_539516,{'BA.2': 2},1432901,2,1432902,1,2
SRR21007958,{'BA.2': 1},1269187,1,-1,2147483648,1
SRR20263707,{'AY.113': 1},808552,1,710835,2,1
ERR8256177,{'AY.43': 1},875074,1,-1,2147483648,1
node_180866,{'AY.4.2': 1},571039,1,571040,1,1
node_381740,{'B.1.1.7': 3},255811,3,-1,2147483648,3
ERR6492325,{'AY.4': 1},398981,1,-1,2147483648,1
ERR7005088,{'AY.4': 1},528944,1,-1,2147483648,1
node_28952,{'B.1.518': 4},173,51218,-1,2147483648,4
node_45166,{'AY.103': 2},376920,2,376921,1,2
node_303684,{'AY.44': 1},509803,1,-1,2147483648,1
SRR16008906,{'B.1.351': 1},286243,2,-1,2147483648,1
SRR20466560,{'BA.2': 1},1163027,1,-1,2147483648,1
node_181542,{'AY.114': 2},603714,2,293131,4,2
ERR7046895,{'AY.125': 1},574439,1,376350,4,1
node_91298,{'AY.4': 283},514778,283,-1,2147483648,283
node_333973,{'AY.75': 7},429994,7,429995,1,7
node_619580,{'BA.4': 2},1301025,2,-1,2147483648,2
ERR7796444,{'AY.4': 1},882475,1,-1,2147483648,1
node_345476,{'B.1.1.7': 2},87304,2,-1,2147483648,2
ERR6777285,{'AY.4.2': 1},502058,1,-1,2147483648,1
node_246229,{'AY.103': 3},539245,3,-1,2147483648,3
SRR16571026,{'B.1.1.7': 1},256849,1,-1,2147483648,1
node_600537,{'BA.5.2': 8},1335483,8,1335483,0,8
node_452696,{'BA.1.1': 2},1124554,3,-1,2147483648,2
SRR16756444,{'B.1.2': 1},216426,1,-1,2147483648,1
SRR16185694,{'AY.3': 1},505085,1,-1,2147483648,1
ERR7701327,{'AY.4.2': 1},757554,1,-1,2147483648,1
node_639203,{'BA.2.9': 3},1069905,3,-1,2147483648,3
SRR16380964,{'AY.100': 1},549208,1,-1,2147483648,1
node_234725,{'AY.103': 2},711284,2,-1,2147483648,2
node_213045,{'AY.120': 6},820129,6,-1,2147483648,6
SRR15226366,{'B.1.1.7': 1},275912,1,-1,2147483648,1
ERR7095329,{'AY.4': 1},605564,1,-1,2147483648,1
ERR8698218,{'BA.1.15.1': 1},1059451,1,-1,2147483648,1
node_554788,{'BA.5.1': 2},1373940,2,1365526,1,2
node_371666,{'B.1.1.7': 3},105931,3,105931,0,3
ERR6868848,{'AY.4': 1},550956,1,550957,1,1
node_2124,{'B.1.225': 2},12611,2,-1,2147483648,2
ERR9700026,{'BA.2': 1},1196232,1,1196233,1,1
node_385731,{'B.1.1.7': 61},238621,61,238621,0,61
node_409006,{'B.1.1.7': 6},172083,6,-1,2147483648,6
node_3185,{'B.1.243': 1},181766,1,-1,2147483648,1
node_229567,{'AY.98': 1},351774,1,-1,2147483648,1
node_485473,{'BA.1.17.2': 5},1018148,5,-1,2147483648,5
ERR7528443,{'AY.4': 1},792374,1,-1,2147483648,1
ERR8502404,{'BA.1.17.2': 1},1005143,1,-1,2147483648,1
SRR20917503,{'AY.119': 1},894852,1,894853,1,1
SRR18381676,{'BA.1.17.2': 1},999495,1,-1,2147483648,1
SRR16476194,{'AY.3': 1},611502,1,-1,2147483648,1
node_459742,{'BA.1.1': 2},1153389,2,1101289,3,2
SRR23195641,{'BA.5.2.1': 1},1406308,1,1189192,13,1
SRR16557624,{'B.1.617.2': 1},575592,1,-1,2147483648,1
node_21753,{'B.1.526': 2},211465,15,-1,2147483648,2
ERR10022439,{'BA.5.1': 1},1313029,1,1189192,5,1
node_180667,{'AY.111': 2},2736970,2,295320,5,2
ERR7156315,{'AY.4': 1},610933,1,-1,2147483648,1
SRR17364698,{'B.1.561': 1},75674,1,-1,2147483648,1
SRR20536005,{'BA.2': 1},1179869,1,-1,2147483648,1
node_127555,{'AY.4': 35},718423,35,-1,2147483648,35
ERR10020846,{'BA.5': 1},1312842,1,1312843,1,1
SRR20251124,{'AY.34.1': 1},758757,1,-1,2147483648,1
node_556306,{'BA.5.1': 1},1327102,1,1189192,4,1
ERR8966154,{'BA.2': 1},1076723,1,-1,2147483648,1
node_181937,{'AY.100': 5},220139,708356,-1,2147483648,5
node_589654,{'BF.26': 2},1393507,2,1189192,10,2
SRR20740939,{'BE.5': 1},1300465,1,1189192,8,1
SRR15803070,{'AY.3': 1},391422,1,-1,2147483648,1
node_57615,{'AY.4': 1},514828,1,-1,2147483648,1
node_180900,{'AY.4': 4},827345,6,-1,2147483648,4
node_379327,{'B.1.1.7': 3},54624,31803,-1,2147483648,3
node_147490,{'AY.4': 616},332932,626,-1,2147483648,616
ERR4759554,{'B.1.177.7': 1},38812,1,-1,2147483648,1
node_236804,{'AY.103': 1},537689,1,-1,2147483648,1
SRR14380612,{'B.1.2': 1},213062,1,-1,2147483648,1
SRR14906375,{'B.1.1.7': 1},288341,1,-1,2147483648,1
node_319089,{'AY.122': 2},787354,2,-1,2147483648,2
node_181938,{'AY.100': 2},642462,2,642462,0,2
node_360863,{'B.1.1.7': 9},209004,9,-1,2147483648,9
SRR21716808,{'BA.5.6': 1},1366396,1,1366397,1,1
ERR7043839,{'AY.9': 1},541068,1,-1,2147483648,1
node_181607,{'AY.100': 1},413784,1,-1,2147483648,1
node_253793,{'AY.103': 2},386501,2,-1,2147483648,2
ERR9704385,{'BA.2': 1},1216082,1,-1,2147483648,1
ERR8179812,{'BA.1.10': 1},917904,1,-1,2147483648,1
node_389746,{'B.1.1.7': 3},240171,3,-1,2147483648,3
node_222971,{'AY.118': 1},743733,1,-1,2147483648,1
node_595950,{'BA.5': 4},1374207,4,1374207,0,4
ERR9392181,{'BA.2': 1},1134567,1,-1,2147483648,1
node_566565,{'BQ.1.1.5': 2},1421570,2,1189192,17,2
node_478875,{'BA.1.1': 2},1142706,2,-1,2147483648,2
SRR20938013,{'AY.39': 1},862997,1,-1,2147483648,1
node_184000,{'AY.107': 10},603835,10,-1,2147483648,10
node_332389,{'AY.75': 3861},2698557,29651,-1,2147483648,3861
SRR14883715,{'B.1.1.7': 1},267936,1,-1,2147483648,1
node_655626,{'BA.2': 2},1085051,2,-1,2147483648,2
node_505753,{'unclassified': -1},-1,0,-1,2147483648,531224
node_180862,{'AY.4.2': 1},678498,1,295320,7,1
SRR15200037,{'B.1.526': 1},315533,1,-1,2147483648,1
node_320319,{'AY.36': 4},460032,5,-1,2147483648,4
node_181491,{'AY.39': 6},717122,6,681544,1,6
node_419274,{'BA.1.17.2': 5},955135,11,-1,2147483648,5
node_76865,{'AY.4': 505},423093,505,-1,2147483648,505
node_644317,{'BA.2': 2},1174748,2,-1,2147483648,2
ERR5331405,{'B.1.1.7': 1},136781,1,-1,2147483648,1
node_599512,{'BA.5.2.1': 2},2740361,2,1189192,8,2
ERR10081523,{'BF.1': 1},1333597,1,1189192,8,1
node_619880,{'BA.2': 2},1124165,2,-1,2147483648,2
node_323014,"{'B.1.617.2': 32, 'AY.126': 8}",394631,40,394632,1,40
node_545406,{'XBB.1.5.4': 2},1436304,2,1436032,1,2
node_418277,{'BA.1.15': 1},1093561,1,-1,2147483648,1
node_183880,{'AY.126': 2},656965,2,650448,1,2
node_419338,"{'BA.1.1': 5, 'BA.1.5': 2}",1108089,7,-1,2147483648,7
node_176634,{'AY.100': 2},530207,2,432788,3,2
node_112701,{'AY.4': 2},831889,2,831889,0,2
ERR10039038,{'BA.2': 1},1309811,1,-1,2147483648,1
SRR20178424,{'AY.3.1': 1},786121,1,-1,2147483648,1
node_181723,{'AY.100': 1},652472,1,-1,2147483648,1
node_180702,{'AY.4': 1},515480,1,515481,1,1
node_539513,{'BA.2': 4},1189192,166127,1189192,0,4
SRR21900426,{'BA.4': 1},1379762,1,1379763,1,1
node_322552,{'AY.20': 2},634664,2,-1,2147483648,2
node_409044,{'B.1.1.7': 5},206335,5,-1,2147483648,5
SRR21521861,{'BE.1': 1},1353704,1,1189192,5,1
SRR17378707,{'AY.44': 1},893507,1,-1,2147483648,1
node_71840,{'AY.4': 7},779846,7,-1,2147483648,7
SRR20186763,{'AY.100': 1},857801,1,-1,2147483648,1
ERR7230437,{'AY.4': 1},678494,1,678495,1,1
node_222966,{'AY.118': 11},286962,3318,-1,2147483648,11
SRR16380911,{'AY.100': 1},538890,1,-1,2147483648,1
node_181359,{'AY.39': 7},220139,708356,-1,2147483648,7
ERR6531440,{'AY.4': 1},409983,1,-1,2147483648,1
ERR8035884,{'BA.1.17.2': 1},937302,1,-1,2147483648,1
node_188464,{'AY.119.2': 60},710254,60,-1,2147483648,60
node_182269,{'AY.116.1': 22},309769,888,-1,2147483648,22
node_61512,{'AY.4': 3},393772,3,-1,2147483648,3
ERR6454891,{'B.1.617.2': 1},365317,1,-1,2147483648,1
node_204686,{'B.1.617.2': 3},424034,3,295320,5,3
SRR21223141,{'BA.5.1': 1},1326777,1,1189192,8,1
SRR15230181,{'AY.44': 1},291833,1,-1,2147483648,1
SRR15842153,{'B.1.2': 1},1574752,1,-1,2147483648,1
node_313931,{'AY.122': 3},439491,3,-1,2147483648,3
ERR6720173,{'B.1.1.7': 1},1674775,1,-1,2147483648,1
ERR9892828,{'BE.1': 1},1272528,1,1189192,6,1
node_181807,{'AY.100': 1},743751,1,-1,2147483648,1
SRR15958153,{'AY.116.1': 1},466351,1,-1,2147483648,1
ERR6569478,{'AY.4': 1},354586,1,-1,2147483648,1
ERR4638271,{'B.1.1.217': 1},22499,1,-1,2147483648,1
SRR16729209,{'B.1.1.7': 1},250261,1,-1,2147483648,1
node_181529,{'AY.114': 2},526242,2,293131,4,2
node_220408,{'AY.39': 4},349462,5,-1,2147483648,4
node_180345,{'AY.113': 4},608554,4,-1,2147483648,4
ERR7150070,{'AY.36': 1},610854,1,-1,2147483648,1
node_365892,{'B.1.1.7': 1},51762,1,-1,2147483648,1
ERR8539815,{'BA.1.1': 1},1009418,1,-1,2147483648,1
node_180038,{'AY.113': 11},456894,11,-1,2147483648,11
SRR21889546,{'BA.5.2': 1},1382682,1,1382683,1,1
node_156771,{'AY.4': 1},468579,1,-1,2147483648,1
SRR16288101,{'AY.113': 1},521853,1,521854,1,1
SRR19798494,{'BA.1.15': 1},1028158,1,1028159,1,1
node_480247,{'BA.1.1': 2},987354,2,-1,2147483648,2
SRR20246119,{'AY.100': 1},681532,1,-1,2147483648,1
ERR10911672,{'CA.7': 1},1434397,1,-1,2147483648,1
node_212269,{'AY.120.1': 1},510914,2,510915,1,1
node_181317,{'AY.39': 1},645449,1,-1,2147483648,1
node_181050,{'AY.4': 3},351309,951,-1,2147483648,3
SRR16659867,{'AY.20': 1},584330,1,-1,2147483648,1
ERR7008704,{'AY.4': 1},529017,1,-1,2147483648,1
ERR7005601,{'AY.4': 1},528958,1,-1,2147483648,1
node_44180,"{'B.1.617.2': 2655, 'AY.35': 270, 'AY.48': 292}",238161,3219,-1,2147483648,3217
node_68772,{'AY.4': 38},540186,38,-1,2147483648,38
ERR9414573,{'BA.2': 1},1151874,1,-1,2147483648,1
node_600022,{'BA.5.2.21': 5},2745675,5,1189192,9,5
node_378738,{'B.1.1.7': 3},2746776,3,-1,2147483648,3
node_303173,{'AY.44': 3},608035,3,-1,2147483648,3
node_444829,{'BA.1.1': 3},1179804,3,-1,2147483648,3
SRR17813172,{'AY.119': 1},913019,1,913020,1,1
ERR7290159,{'AY.4.2': 1},687767,1,644512,2,1
